code_module,code_presentation,id_student,date_registration,date_unregistration
AAA,2014J,252073,-5,
AAA,2014J,254625,-50,
AAA,2014J,258587,-109,
AAA,2014J,260355,-156,-87
AAA,2014J,260623,-28,
AAA,2014J,263251,-73,
AAA,2014J,263543,-56,
AAA,2014J,263952,-38,
AAA,2014J,266524,-134,
AAA,2014J,268733,-10,
AAA,2014J,273346,-155,
AAA,2014J,274947,-43,229
AAA,2014J,275674,-155,132
AAA,2014J,275792,-37,
AAA,2014J,277123,-20,
AAA,2014J,277880,-11,158
AAA,2014J,281077,-103,
AAA,2014J,281636,-73,
AAA,2014J,285315,-36,
AAA,2014J,287040,-155,
AAA,2014J,287204,-79,
AAA,2014J,287210,-156,
AAA,2014J,288994,-10,
AAA,2014J,289449,-122,
AAA,2014J,290164,-88,
AAA,2014J,292525,-52,
AAA,2014J,292775,-35,
AAA,2014J,293824,-50,
AAA,2014J,294496,-147,
AAA,2014J,294655,-49,
AAA,2014J,295060,-66,
AAA,2014J,295075,-114,
AAA,2014J,296424,-84,
AAA,2014J,298034,-49,
AAA,2014J,298838,-66,
AAA,2014J,301967,-35,
AAA,2014J,302476,-156,
AAA,2014J,303521,-108,
AAA,2014J,303985,-24,
AAA,2014J,304465,-135,
AAA,2014J,306646,-22,
AAA,2014J,309142,-38,
AAA,2014J,310412,-81,
AAA,2014J,311235,-123,
AAA,2014J,311659,2,
AAA,2014J,313937,-32,
AAA,2014J,315076,-22,
AAA,2014J,315744,-53,
AAA,2014J,323370,-53,
AAA,2014J,323805,-144,-101
AAA,2014J,328024,-45,
AAA,2014J,328734,-144,-47
AAA,2014J,329659,-128,
AAA,2014J,330594,-14,
AAA,2014J,331358,-150,
AAA,2014J,332884,-29,
AAA,2014J,334441,-154,
AAA,2014J,335247,-29,
AAA,2014J,335764,-108,
AAA,2014J,337748,-70,165
AAA,2014J,338407,-67,
AAA,2014J,341876,-155,72
AAA,2014J,342007,-130,
AAA,2014J,345440,-46,
AAA,2014J,345519,-88,
AAA,2014J,346118,-148,
AAA,2014J,348275,-103,128
AAA,2014J,348807,-22,
AAA,2014J,350156,-50,
AAA,2014J,350939,-124,
AAA,2014J,351336,-130,
AAA,2014J,353665,-51,
AAA,2014J,354170,-124,
AAA,2014J,356170,-149,
AAA,2014J,358182,-96,
AAA,2014J,364957,-37,
AAA,2014J,369834,-74,227
AAA,2014J,371710,-128,
AAA,2014J,373872,-25,
AAA,2014J,375260,-122,
AAA,2014J,375646,-38,
AAA,2014J,377546,-37,
AAA,2014J,381642,-88,229
AAA,2014J,382095,-88,
AAA,2014J,383180,-88,172
AAA,2014J,383600,-32,
AAA,2014J,383723,-113,
AAA,2014J,384203,-155,
AAA,2014J,384725,-137,
AAA,2014J,387533,-50,
AAA,2014J,387954,-150,18
AAA,2014J,388147,-84,
AAA,2014J,390890,-65,
AAA,2014J,391249,-25,
AAA,2014J,396599,-67,
AAA,2014J,396655,-37,
AAA,2014J,398171,-42,
AAA,2014J,398349,-108,
AAA,2014J,400147,-154,
AAA,2014J,400682,-115,
AAA,2014J,401404,-58,
AAA,2014J,402204,-43,
AAA,2014J,402727,-50,
AAA,2014J,402961,-140,
AAA,2014J,404356,-81,
AAA,2014J,406671,-78,
AAA,2014J,406682,-156,
AAA,2014J,409100,-124,
AAA,2014J,409703,-78,
AAA,2014J,410092,-81,
AAA,2014J,411971,-44,
AAA,2014J,415969,-108,
AAA,2014J,418731,-85,
AAA,2014J,421455,-121,
AAA,2014J,424577,-114,
AAA,2014J,429858,-53,
AAA,2014J,431025,-46,
AAA,2014J,439305,-127,
AAA,2014J,440319,-88,174
AAA,2014J,442064,-18,
AAA,2014J,442132,-122,
AAA,2014J,446108,-106,
AAA,2014J,447481,-21,
AAA,2014J,468120,-106,
AAA,2014J,468694,-23,240
AAA,2014J,470588,-154,240
AAA,2014J,470982,-31,
AAA,2014J,476603,-72,
AAA,2014J,481022,-30,
AAA,2014J,483800,-49,
AAA,2014J,484897,-109,
AAA,2014J,485962,-121,
AAA,2014J,488382,-155,-137
AAA,2014J,488990,-137,
AAA,2014J,500113,-109,
AAA,2014J,503889,-70,
AAA,2014J,514526,-22,-12
AAA,2014J,518808,-10,
AAA,2014J,522482,-87,80
AAA,2014J,527100,-24,
AAA,2014J,527801,-153,
AAA,2014J,533068,-30,
AAA,2014J,537081,-23,
AAA,2014J,544253,-24,
AAA,2014J,548120,-25,
AAA,2014J,561467,-46,58
AAA,2014J,567922,-49,-22
AAA,2014J,569505,-60,
AAA,2014J,570317,-24,
AAA,2014J,574505,-153,
AAA,2014J,588477,-141,
AAA,2014J,593846,-154,227
AAA,2014J,593987,-24,
AAA,2014J,596288,-57,
AAA,2014J,598070,-150,-2
AAA,2014J,603834,-5,
AAA,2014J,603861,-92,150
AAA,2014J,608440,-37,-11
AAA,2014J,623710,-129,-129
AAA,2014J,623840,-108,
AAA,2014J,626240,-25,
AAA,2014J,628088,-135,51
AAA,2014J,628312,-14,9
AAA,2014J,630142,-24,166
AAA,2014J,637665,-93,
AAA,2014J,639053,-149,
AAA,2014J,642878,-108,73
AAA,2014J,648130,-53,228
AAA,2014J,676546,-38,180
AAA,2014J,677186,-66,
AAA,2014J,677281,-17,
AAA,2014J,684180,-21,
AAA,2014J,687698,-4,
AAA,2014J,696073,-22,
AAA,2014J,696578,-22,182
AAA,2014J,721259,-30,128
AAA,2014J,852847,-87,
AAA,2014J,998493,-135,
AAA,2014J,1045203,-155,
AAA,2014J,1112555,-122,
AAA,2014J,1183831,-115,166
AAA,2014J,1268696,-79,
AAA,2014J,1336190,-23,
AAA,2014J,1352868,-57,
AAA,2014J,1398979,-72,213
AAA,2014J,1456619,-99,63
AAA,2014J,1469279,-51,-22
AAA,2014J,1471214,-32,
AAA,2014J,1472925,5,
AAA,2014J,1484804,-88,
AAA,2014J,1511033,-67,
AAA,2014J,1576513,-84,
AAA,2014J,1609002,-109,
AAA,2014J,1629771,-115,
AAA,2014J,1676594,-73,32
AAA,2014J,1686551,-99,108
AAA,2014J,1689639,-154,110
AAA,2014J,1715896,-42,
AAA,2014J,1721270,-136,
AAA,2014J,1757766,-150,
AAA,2014J,1773377,-37,
AAA,2014J,1799111,-94,
AAA,2014J,1818673,-44,
AAA,2014J,1839386,-67,34
AAA,2014J,1926668,-155,
AAA,2014J,1947156,-109,
AAA,2014J,1967783,-129,
AAA,2014J,1970390,-119,
AAA,2014J,1975209,-74,
AAA,2014J,2010232,-7,
AAA,2014J,2045084,-52,
AAA,2014J,2057803,-53,
AAA,2014J,2073016,-86,
AAA,2014J,2085209,-59,
AAA,2014J,2086400,-79,
AAA,2014J,2139353,-79,
AAA,2014J,2148681,-102,
AAA,2014J,2158048,-8,55
AAA,2014J,2158196,-115,12
AAA,2014J,2165164,-86,
AAA,2014J,2168833,-53,146
AAA,2014J,2207874,-108,
AAA,2014J,2240349,-108,
AAA,2014J,2244332,-51,
AAA,2014J,2273119,-44,135
AAA,2014J,2277857,-119,
AAA,2014J,2297896,-59,
AAA,2014J,2313257,-101,-16
AAA,2014J,2318055,-53,
AAA,2014J,2330254,-153,
AAA,2014J,2355470,-115,
AAA,2014J,2358969,-46,
AAA,2014J,2363863,-155,
AAA,2014J,2365101,-85,-54
AAA,2014J,2369415,-64,
AAA,2014J,2375975,-53,
AAA,2014J,2397661,-29,
AAA,2014J,2398313,-42,
AAA,2014J,2404408,-17,
AAA,2014J,2425993,-16,
AAA,2014J,2429854,-37,
AAA,2014J,2432796,-59,
AAA,2014J,2434159,-31,
AAA,2014J,2436812,-51,
AAA,2014J,2467267,-59,
AAA,2014J,2470694,-115,
AAA,2014J,2473538,-146,
AAA,2014J,2474849,-73,132
AAA,2014J,2494700,-56,
AAA,2014J,2500258,-102,
AAA,2014J,2507842,-128,38
AAA,2014J,2509639,-87,
AAA,2014J,2514368,-23,
AAA,2014J,2514898,-128,
AAA,2014J,2521865,-50,
AAA,2014J,2522927,-140,
AAA,2014J,2540168,-46,226
AAA,2014J,2546445,-30,58
AAA,2014J,2551797,-46,
AAA,2014J,2551932,-38,175
AAA,2014J,2569324,-10,
AAA,2014J,2574990,-42,
AAA,2014J,2576122,-17,
AAA,2014J,2578676,-156,
AAA,2014J,2581477,-109,
AAA,2014J,2584873,-28,
AAA,2014J,2595841,-87,
AAA,2014J,2596621,-101,
AAA,2014J,2601889,-49,
AAA,2014J,2602338,10,
AAA,2014J,2606802,-37,
AAA,2014J,2624961,-23,
AAA,2014J,2630087,-49,-8
AAA,2014J,2633226,-46,
AAA,2014J,2642616,-56,
AAA,2014J,2642935,-128,
AAA,2014J,2648611,-155,
AAA,2014J,2649800,-153,
AAA,2014J,2654628,-35,
AAA,2014J,2677624,-59,
AAA,2014J,2680312,-44,
AAA,2014J,2688166,-56,
AAA,2014J,2690062,-25,32
AAA,2014J,2692514,-44,
AAA,2014J,2694788,-92,
BBB,2014J,26315,-92,
BBB,2014J,26734,-101,
BBB,2014J,32327,-92,121
BBB,2014J,32930,-35,
BBB,2014J,34431,-36,12
BBB,2014J,34662,-137,104
BBB,2014J,38711,-43,175
BBB,2014J,39208,-72,
BBB,2014J,41547,-87,
BBB,2014J,47891,-73,
BBB,2014J,53236,-81,5
BBB,2014J,57285,-29,
BBB,2014J,58520,-45,3
BBB,2014J,58653,-80,
BBB,2014J,59272,-58,
BBB,2014J,61352,-144,39
BBB,2014J,63467,-143,
BBB,2014J,65807,-101,-23
BBB,2014J,70569,-36,
BBB,2014J,70750,-31,5
BBB,2014J,71504,-93,
BBB,2014J,72349,-60,58
BBB,2014J,73584,-121,92
BBB,2014J,73874,-39,150
BBB,2014J,74574,-29,-22
BBB,2014J,82611,-123,-12
BBB,2014J,84541,-25,
BBB,2014J,89850,-8,
BBB,2014J,98452,-137,12
BBB,2014J,98842,-25,
BBB,2014J,99088,-31,131
BBB,2014J,102067,-24,12
BBB,2014J,103496,12,
BBB,2014J,103998,-42,
BBB,2014J,106095,-161,
BBB,2014J,106383,-44,151
BBB,2014J,106793,-23,
BBB,2014J,108859,-131,
BBB,2014J,109441,-89,
BBB,2014J,110911,-39,
BBB,2014J,114402,-9,
BBB,2014J,116606,-89,
BBB,2014J,117544,-141,
BBB,2014J,117545,-4,
BBB,2014J,118213,-29,
BBB,2014J,118877,-35,170
BBB,2014J,119437,-45,12
BBB,2014J,119444,-28,95
BBB,2014J,123087,-162,
BBB,2014J,125535,-45,
BBB,2014J,125874,-95,12
BBB,2014J,126769,-107,
BBB,2014J,126800,-71,
BBB,2014J,132055,-71,-15
BBB,2014J,132924,-150,
BBB,2014J,138407,-157,163
BBB,2014J,142324,-65,
BBB,2014J,145280,-116,
BBB,2014J,150398,-77,
BBB,2014J,151917,-29,
BBB,2014J,152973,-5,
BBB,2014J,155484,-93,
BBB,2014J,156358,-53,197
BBB,2014J,157752,-28,
BBB,2014J,160026,-53,
BBB,2014J,161811,-161,-1
BBB,2014J,165099,-142,
BBB,2014J,165498,-82,-11
BBB,2014J,169008,9,
BBB,2014J,169400,-39,
BBB,2014J,173163,-38,
BBB,2014J,177554,-120,
BBB,2014J,179073,-35,157
BBB,2014J,179297,-18,
BBB,2014J,184234,-18,
BBB,2014J,184583,-43,
BBB,2014J,184972,-45,
BBB,2014J,188766,-11,
BBB,2014J,191459,-80,
BBB,2014J,191746,-27,
BBB,2014J,191973,-87,
BBB,2014J,192944,-154,
BBB,2014J,193310,-42,
BBB,2014J,195221,-49,
BBB,2014J,195345,-23,
BBB,2014J,195940,-144,
BBB,2014J,197527,-39,
BBB,2014J,201655,-45,-16
BBB,2014J,205978,-59,12
BBB,2014J,226839,-31,
BBB,2014J,228235,-57,-1
BBB,2014J,228909,-23,131
BBB,2014J,229326,-24,159
BBB,2014J,230383,-37,
BBB,2014J,235371,-65,
BBB,2014J,237913,-87,
BBB,2014J,238144,-42,
BBB,2014J,242893,-36,109
BBB,2014J,245784,-37,
BBB,2014J,247457,-12,
BBB,2014J,247967,-68,156
BBB,2014J,249154,-53,
BBB,2014J,252863,-18,
BBB,2014J,254313,-101,-30
BBB,2014J,254612,-59,
BBB,2014J,255957,-131,-16
BBB,2014J,258268,-22,
BBB,2014J,258840,-85,
BBB,2014J,260137,-160,
BBB,2014J,260216,-101,
BBB,2014J,260777,-151,3
BBB,2014J,263448,-102,
BBB,2014J,264281,-143,12
BBB,2014J,264694,-23,
BBB,2014J,264732,-39,19
BBB,2014J,265466,17,
BBB,2014J,267774,-75,136
BBB,2014J,269510,-32,
BBB,2014J,270191,-85,-15
BBB,2014J,271047,-25,
BBB,2014J,272000,-106,
BBB,2014J,272617,-161,153
BBB,2014J,275006,-149,
BBB,2014J,275180,-99,
BBB,2014J,275296,-36,
BBB,2014J,276925,-154,
BBB,2014J,277967,-16,
BBB,2014J,279238,-35,12
BBB,2014J,280054,-32,
BBB,2014J,280152,-53,
BBB,2014J,284246,17,
BBB,2014J,284762,-82,
BBB,2014J,285470,-149,
BBB,2014J,285992,-144,-12
BBB,2014J,286338,-60,
BBB,2014J,286947,-36,
BBB,2014J,288086,-88,
BBB,2014J,288655,-18,12
BBB,2014J,290184,-18,
BBB,2014J,292813,-94,5
BBB,2014J,293387,-23,
BBB,2014J,293989,-32,90
BBB,2014J,294134,-65,
BBB,2014J,297179,-117,
BBB,2014J,297685,-142,
BBB,2014J,297806,-56,
BBB,2014J,298187,-29,
BBB,2014J,298303,5,
BBB,2014J,298961,-88,
BBB,2014J,300819,-35,
BBB,2014J,303165,-59,
BBB,2014J,303617,-31,
BBB,2014J,305909,-162,
BBB,2014J,306478,-68,
BBB,2014J,306880,-75,12
BBB,2014J,308775,-32,
BBB,2014J,308850,-4,
BBB,2014J,314252,-29,
BBB,2014J,314675,-155,
BBB,2014J,314801,-30,
BBB,2014J,316421,-150,12
BBB,2014J,321450,-14,
BBB,2014J,322184,-100,156
BBB,2014J,322574,-122,
BBB,2014J,327224,5,
BBB,2014J,327940,-39,
BBB,2014J,330917,-29,
BBB,2014J,330981,-39,12
BBB,2014J,335035,-56,
BBB,2014J,335765,-148,12
BBB,2014J,338554,-50,
BBB,2014J,340216,-155,
BBB,2014J,340592,-22,
BBB,2014J,340899,-23,229
BBB,2014J,341611,-85,
BBB,2014J,342192,-86,
BBB,2014J,343138,-39,
BBB,2014J,345128,-35,
BBB,2014J,349924,-45,12
BBB,2014J,350312,-74,
BBB,2014J,350797,-14,
BBB,2014J,351050,-109,
BBB,2014J,353617,-23,
BBB,2014J,357901,-115,
BBB,2014J,358001,-25,
BBB,2014J,358204,-14,
BBB,2014J,361411,-79,
BBB,2014J,363213,-36,
BBB,2014J,364527,-14,
BBB,2014J,365097,-103,
BBB,2014J,365111,-32,
BBB,2014J,366479,-162,
BBB,2014J,366791,-70,-29
BBB,2014J,368521,-101,
BBB,2014J,369234,-35,
BBB,2014J,372602,-151,
BBB,2014J,373174,-20,
BBB,2014J,373846,-52,108
BBB,2014J,376117,-128,2
BBB,2014J,379212,-37,116
BBB,2014J,379720,-23,
BBB,2014J,380515,-86,12
BBB,2014J,381882,-24,
BBB,2014J,384266,-36,12
BBB,2014J,385341,-79,
BBB,2014J,385405,5,
BBB,2014J,387276,-103,-96
BBB,2014J,387406,-31,
BBB,2014J,387773,-102,
BBB,2014J,388738,-31,228
BBB,2014J,391937,-17,
BBB,2014J,393529,-14,-1
BBB,2014J,394314,-49,236
BBB,2014J,395169,-24,32
BBB,2014J,395320,-115,
BBB,2014J,395822,-43,
BBB,2014J,396016,-45,
BBB,2014J,396673,-87,200
BBB,2014J,397414,-59,
BBB,2014J,398071,-101,-16
BBB,2014J,398442,-65,
BBB,2014J,399737,-85,
BBB,2014J,400549,-36,
BBB,2014J,401317,-44,
BBB,2014J,402180,-100,
BBB,2014J,403213,-73,
BBB,2014J,404121,-32,
BBB,2014J,404415,-91,
BBB,2014J,406000,-60,
BBB,2014J,409708,-60,
BBB,2014J,411105,-17,12
BBB,2014J,411150,-30,158
BBB,2014J,412081,-4,
BBB,2014J,412343,-115,
BBB,2014J,414663,-113,-11
BBB,2014J,417971,-67,101
BBB,2014J,417978,-24,
BBB,2014J,417986,-77,
BBB,2014J,418077,-59,
BBB,2014J,418206,-161,-4
BBB,2014J,418502,-143,5
BBB,2014J,419924,-36,179
BBB,2014J,420631,-66,
BBB,2014J,423398,-39,
BBB,2014J,423613,-22,12
BBB,2014J,424220,-52,
BBB,2014J,424586,-161,-32
BBB,2014J,425314,-58,37
BBB,2014J,425772,-37,
BBB,2014J,426340,-87,-16
BBB,2014J,426624,-38,
BBB,2014J,430530,-88,123
BBB,2014J,433064,-31,
BBB,2014J,433939,-27,
BBB,2014J,435287,-25,
BBB,2014J,437550,-142,
BBB,2014J,439677,-74,
BBB,2014J,439806,-51,
BBB,2014J,440912,-51,-8
BBB,2014J,442685,-35,12
BBB,2014J,442745,-136,18
BBB,2014J,444361,-43,
BBB,2014J,444545,-45,
BBB,2014J,444768,-151,
BBB,2014J,445136,-50,
BBB,2014J,445647,-136,12
BBB,2014J,445774,-77,
BBB,2014J,446619,-108,108
BBB,2014J,447124,-100,
BBB,2014J,447324,-59,
BBB,2014J,467396,-141,
BBB,2014J,469579,-113,
BBB,2014J,469803,-32,-15
BBB,2014J,470464,-108,
BBB,2014J,473095,-17,
BBB,2014J,473271,-42,
BBB,2014J,473444,-17,-11
BBB,2014J,474387,-161,
BBB,2014J,474408,-60,
BBB,2014J,475363,-144,
BBB,2014J,476253,-121,-8
BBB,2014J,476769,-103,
BBB,2014J,478412,-78,
BBB,2014J,480988,-86,12
BBB,2014J,481593,-39,
BBB,2014J,481790,-17,
BBB,2014J,483315,-116,
BBB,2014J,483508,5,
BBB,2014J,483674,-74,
BBB,2014J,484158,-94,-1
BBB,2014J,484252,-88,
BBB,2014J,484443,-29,
BBB,2014J,484490,-116,
BBB,2014J,484550,-29,
BBB,2014J,485439,-30,70
BBB,2014J,485853,-43,57
BBB,2014J,486516,-30,
BBB,2014J,488242,-23,4
BBB,2014J,488854,-143,12
BBB,2014J,490299,-28,12
BBB,2014J,490648,-122,
BBB,2014J,491001,-142,-38
BBB,2014J,491387,-81,
BBB,2014J,492579,-53,5
BBB,2014J,492592,-50,
BBB,2014J,492676,-87,
BBB,2014J,492979,-43,
BBB,2014J,493443,-86,
BBB,2014J,493460,-122,
BBB,2014J,493609,-57,118
BBB,2014J,493763,-86,111
BBB,2014J,494212,-25,137
BBB,2014J,495239,-36,
BBB,2014J,495489,-21,
BBB,2014J,495522,-122,147
BBB,2014J,495786,-114,
BBB,2014J,496373,-80,-9
BBB,2014J,496381,-63,
BBB,2014J,497074,-51,
BBB,2014J,497084,-37,
BBB,2014J,498841,-25,
BBB,2014J,499790,-30,
BBB,2014J,499819,-52,
BBB,2014J,500502,-70,
BBB,2014J,501414,-114,-39
BBB,2014J,502767,-72,
BBB,2014J,503159,-149,12
BBB,2014J,503663,-20,12
BBB,2014J,504066,-41,-9
BBB,2014J,504597,-31,
BBB,2014J,505595,-45,163
BBB,2014J,505692,-41,-29
BBB,2014J,505871,-109,
BBB,2014J,505878,-37,
BBB,2014J,506020,-43,
BBB,2014J,506219,-45,
BBB,2014J,506679,-31,12
BBB,2014J,507014,-160,
BBB,2014J,507149,-100,
BBB,2014J,507386,-22,
BBB,2014J,507783,-32,
BBB,2014J,508431,-35,12
BBB,2014J,509466,-109,
BBB,2014J,509578,-38,
BBB,2014J,509935,-57,
BBB,2014J,510068,-72,
BBB,2014J,510471,-43,
BBB,2014J,511001,-15,
BBB,2014J,511295,-121,
BBB,2014J,511424,-109,-46
BBB,2014J,511807,-142,
BBB,2014J,511962,-73,-19
BBB,2014J,512411,-32,
BBB,2014J,512493,-81,2
BBB,2014J,512722,-22,
BBB,2014J,513250,-45,
BBB,2014J,513751,-39,
BBB,2014J,514006,-78,-8
BBB,2014J,514581,-162,-46
BBB,2014J,515329,-42,
BBB,2014J,515349,-14,
BBB,2014J,516434,-121,
BBB,2014J,516588,-50,
BBB,2014J,517112,-57,-19
BBB,2014J,518389,-44,
BBB,2014J,519995,-12,0
BBB,2014J,520024,-43,
BBB,2014J,520076,-136,
BBB,2014J,520972,-94,
BBB,2014J,521081,-150,
BBB,2014J,521164,-21,
BBB,2014J,522189,-52,
BBB,2014J,522381,-67,
BBB,2014J,522478,-60,
BBB,2014J,522784,-32,24
BBB,2014J,523132,-81,
BBB,2014J,523831,-128,156
BBB,2014J,523905,-94,
BBB,2014J,524043,-66,
BBB,2014J,526789,-122,12
BBB,2014J,526844,-67,-18
BBB,2014J,527102,-160,
BBB,2014J,527742,-48,
BBB,2014J,528432,-57,
BBB,2014J,528702,-23,
BBB,2014J,530021,-73,153
BBB,2014J,530772,-155,
BBB,2014J,530941,-39,
BBB,2014J,530960,-94,-79
BBB,2014J,531450,-48,
BBB,2014J,531753,-122,
BBB,2014J,531865,-73,
BBB,2014J,532779,-91,
BBB,2014J,532794,-114,-87
BBB,2014J,533209,-21,
BBB,2014J,534428,-81,
BBB,2014J,534588,-9,12
BBB,2014J,534715,-43,
BBB,2014J,534884,-52,157
BBB,2014J,535963,-35,
BBB,2014J,536767,-42,
BBB,2014J,537194,-84,
BBB,2014J,537221,-70,59
BBB,2014J,537640,-131,
BBB,2014J,539635,-29,
BBB,2014J,539657,-160,12
BBB,2014J,541123,-155,12
BBB,2014J,541171,-122,
BBB,2014J,541315,-53,
BBB,2014J,541476,-78,
BBB,2014J,541995,-79,12
BBB,2014J,542164,-81,
BBB,2014J,543439,-108,
BBB,2014J,544177,-161,-75
BBB,2014J,545964,-78,
BBB,2014J,546114,-73,12
BBB,2014J,546250,-67,
BBB,2014J,547408,-71,
BBB,2014J,547788,-99,
BBB,2014J,549288,-77,24
BBB,2014J,549775,-17,
BBB,2014J,549839,-44,-31
BBB,2014J,550081,-128,
BBB,2014J,550245,-157,
BBB,2014J,551000,-29,
BBB,2014J,551237,-23,2
BBB,2014J,551242,-102,
BBB,2014J,551276,-122,
BBB,2014J,551922,-162,
BBB,2014J,552698,-15,
BBB,2014J,553196,-50,-1
BBB,2014J,554048,-65,
BBB,2014J,554243,-31,
BBB,2014J,554599,-30,
BBB,2014J,555749,-31,
BBB,2014J,556290,-160,45
BBB,2014J,556644,-67,
BBB,2014J,556863,-113,
BBB,2014J,557085,-136,-26
BBB,2014J,559344,-81,
BBB,2014J,559685,-30,
BBB,2014J,559973,-58,153
BBB,2014J,560089,-128,
BBB,2014J,560208,-35,
BBB,2014J,560597,-162,
BBB,2014J,560652,-81,
BBB,2014J,561206,-24,
BBB,2014J,561608,-31,
BBB,2014J,561618,-70,
BBB,2014J,561752,-153,
BBB,2014J,561773,-67,-16
BBB,2014J,561798,-115,-17
BBB,2014J,561979,-31,
BBB,2014J,562239,-162,
BBB,2014J,562769,-92,-22
BBB,2014J,563027,-60,
BBB,2014J,563302,-30,
BBB,2014J,563820,-31,
BBB,2014J,564115,-127,
BBB,2014J,564278,-63,
BBB,2014J,565182,-37,
BBB,2014J,565273,-161,
BBB,2014J,565575,-39,
BBB,2014J,565576,-155,
BBB,2014J,565599,-131,
BBB,2014J,568019,-25,
BBB,2014J,568232,-142,
BBB,2014J,568749,-163,
BBB,2014J,568775,-37,142
BBB,2014J,569157,-94,-68
BBB,2014J,569256,-63,-10
BBB,2014J,569589,-128,
BBB,2014J,569981,-66,
BBB,2014J,570275,-45,
BBB,2014J,570484,-147,
BBB,2014J,570692,-157,46
BBB,2014J,571334,-113,
BBB,2014J,571395,-87,
BBB,2014J,571641,-74,
BBB,2014J,571868,-79,5
BBB,2014J,572032,-162,
BBB,2014J,572101,-161,
BBB,2014J,572106,-160,
BBB,2014J,572119,-122,
BBB,2014J,572306,-154,
BBB,2014J,572371,-144,201
BBB,2014J,572395,-41,
BBB,2014J,572496,-144,
BBB,2014J,572538,-130,
BBB,2014J,573130,-120,
BBB,2014J,573131,-11,
BBB,2014J,573159,-51,
BBB,2014J,573252,-25,40
BBB,2014J,573297,-60,
BBB,2014J,573534,-36,
BBB,2014J,573554,-16,5
BBB,2014J,573713,-149,
BBB,2014J,573873,-120,
BBB,2014J,573934,-113,
BBB,2014J,574031,-154,
BBB,2014J,574063,-162,
BBB,2014J,574244,-109,
BBB,2014J,574253,-162,
BBB,2014J,574306,-30,-12
BBB,2014J,574512,-129,
BBB,2014J,574841,-45,
BBB,2014J,574849,-23,
BBB,2014J,574865,-136,
BBB,2014J,575404,-70,
BBB,2014J,575630,-87,
BBB,2014J,575892,-100,20
BBB,2014J,576203,-108,
BBB,2014J,576262,-32,200
BBB,2014J,576268,-162,
BBB,2014J,576445,-64,24
BBB,2014J,576689,-131,
BBB,2014J,576913,-28,
BBB,2014J,576923,-161,
BBB,2014J,577354,-65,40
BBB,2014J,577467,-51,
BBB,2014J,577618,-131,
BBB,2014J,577645,-114,
BBB,2014J,577728,-72,
BBB,2014J,577743,-80,
BBB,2014J,577934,-162,-10
BBB,2014J,577965,-72,
BBB,2014J,578132,-51,
BBB,2014J,578418,-84,193
BBB,2014J,578439,-88,
BBB,2014J,578445,-24,12
BBB,2014J,578551,-142,
BBB,2014J,578710,-48,
BBB,2014J,578861,-161,
BBB,2014J,579031,-100,-50
BBB,2014J,579161,-94,
BBB,2014J,579201,-95,-10
BBB,2014J,579251,-30,
BBB,2014J,579409,-53,
BBB,2014J,579486,-81,
