id_site,code_module,code_presentation,activity_type,week_from,week_to
877036,AAA,2014J,oucontent,,
877379,AAA,2014J,oucollaborate,,
877068,AAA,2014J,oucontent,,
877129,AAA,2014J,subpage,,
877168,AAA,2014J,resource,,
877224,AAA,2014J,resource,,
877033,AAA,2014J,oucontent,,
877264,AAA,2014J,resource,,
877065,AAA,2014J,oucontent,,
877099,AAA,2014J,oucontent,,
877158,AAA,2014J,resource,,
877221,AAA,2014J,resource,,
877030,AAA,2014J,homepage,,
877261,AAA,2014J,resource,,
877062,AAA,2014J,oucontent,,
1072236,AAA,2014J,resource,,
877095,AAA,2014J,oucontent,,
877155,AAA,2014J,resource,,
877218,AAA,2014J,resource,,
877026,AAA,2014J,forumng,,
877258,AAA,2014J,resource,,
877059,AAA,2014J,oucontent,,
1010323,AAA,2014J,resource,,
877092,AAA,2014J,oucontent,,
877152,AAA,2014J,resource,,
877215,AAA,2014J,resource,,
877015,AAA,2014J,forumng,,
877254,AAA,2014J,resource,,
877056,AAA,2014J,oucontent,,
877421,AAA,2014J,dataplus,,
877089,AAA,2014J,oucontent,,
877149,AAA,2014J,resource,,
877212,AAA,2014J,resource,,
877248,AAA,2014J,resource,,
877053,AAA,2014J,oucontent,,
877403,AAA,2014J,url,,
877086,AAA,2014J,oucontent,,
877146,AAA,2014J,resource,,
877209,AAA,2014J,resource,,
877245,AAA,2014J,resource,,
877050,AAA,2014J,oucontent,,
877398,AAA,2014J,url,,
877082,AAA,2014J,oucontent,,
877143,AAA,2014J,resource,,
877206,AAA,2014J,resource,,
877242,AAA,2014J,resource,,
877047,AAA,2014J,oucontent,,
877395,AAA,2014J,url,,
877079,AAA,2014J,oucontent,,
877198,AAA,2014J,resource,,
877238,AAA,2014J,resource,,
877044,AAA,2014J,oucontent,1,1
877392,AAA,2014J,url,,
877076,AAA,2014J,oucontent,,
877140,AAA,2014J,resource,,
877195,AAA,2014J,resource,,
877234,AAA,2014J,resource,,
877041,AAA,2014J,oucontent,,
877385,AAA,2014J,url,,
877073,AAA,2014J,oucontent,,
877137,AAA,2014J,resource,,
877186,AAA,2014J,resource,,
877230,AAA,2014J,resource,,
877038,AAA,2014J,oucontent,,
877381,AAA,2014J,url,,
877070,AAA,2014J,oucontent,,
877133,AAA,2014J,subpage,,
877180,AAA,2014J,resource,,
877227,AAA,2014J,resource,,
877035,AAA,2014J,oucontent,,
877266,AAA,2014J,resource,,
877067,AAA,2014J,oucontent,,
877128,AAA,2014J,subpage,,
913621,BBB,2014J,resource,,
913661,BBB,2014J,resource,4,4
913696,BBB,2014J,subpage,,
913489,BBB,2014J,oucontent,,
937843,BBB,2014J,resource,,
913523,BBB,2014J,oucontent,,
913618,BBB,2014J,resource,,
913652,BBB,2014J,resource,,
913693,BBB,2014J,subpage,,
913486,BBB,2014J,oucontent,9,9
937840,BBB,2014J,resource,,
913520,BBB,2014J,oucontent,6,6
913615,BBB,2014J,resource,,
913649,BBB,2014J,resource,,
913690,BBB,2014J,subpage,,
913483,BBB,2014J,oucontent,9,9
937837,BBB,2014J,resource,,
913517,BBB,2014J,oucontent,,
913612,BBB,2014J,resource,,
913646,BBB,2014J,resource,,
913686,BBB,2014J,resource,,
913479,BBB,2014J,oucontent,4,4
937834,BBB,2014J,resource,,
913514,BBB,2014J,oucontent,,
913609,BBB,2014J,resource,,
913643,BBB,2014J,resource,,
913683,BBB,2014J,resource,,
913476,BBB,2014J,oucontent,2,2
937831,BBB,2014J,resource,,
913511,BBB,2014J,oucontent,5,5
992243,BBB,2014J,resource,,
913606,BBB,2014J,resource,,
913640,BBB,2014J,resource,,
913680,BBB,2014J,resource,,
913473,BBB,2014J,homepage,,
926339,BBB,2014J,oucollaborate,,
913508,BBB,2014J,oucontent,,
989840,BBB,2014J,oucontent,,
913603,BBB,2014J,resource,,
913635,BBB,2014J,resource,,
913677,BBB,2014J,resource,,
913465,BBB,2014J,glossary,,
926336,BBB,2014J,resource,,
913505,BBB,2014J,oucontent,,
985230,BBB,2014J,oucontent,,
913537,BBB,2014J,oucontent,4,4
913632,BBB,2014J,resource,,
913674,BBB,2014J,resource,,
926333,BBB,2014J,quiz,7,7
913502,BBB,2014J,oucontent,,
957623,BBB,2014J,oucontent,,
913629,BBB,2014J,resource,,
913670,BBB,2014J,resource,,
926330,BBB,2014J,oucontent,,
913499,BBB,2014J,oucontent,,
951621,BBB,2014J,resource,,
913533,BBB,2014J,oucontent,6,6
913626,BBB,2014J,resource,,
913667,BBB,2014J,resource,,
926327,BBB,2014J,oucontent,,
913495,BBB,2014J,oucontent,,
946589,BBB,2014J,resource,,
949691,BBB,2014J,url,,
913528,BBB,2014J,oucontent,2,2
913623,BBB,2014J,resource,,
913664,BBB,2014J,resource,5,5
913736,BBB,2014J,oucollaborate,,
913491,BBB,2014J,oucontent,,
942393,BBB,2014J,quiz,,
949688,BBB,2014J,url,,
913525,BBB,2014J,oucontent,4,4
913620,BBB,2014J,resource,,
913658,BBB,2014J,resource,,
913695,BBB,2014J,subpage,,
913488,BBB,2014J,oucontent,,
937842,BBB,2014J,resource,,
913522,BBB,2014J,oucontent,,
913617,BBB,2014J,resource,,
913651,BBB,2014J,resource,,
913692,BBB,2014J,subpage,,
913485,BBB,2014J,oucontent,9,9
937839,BBB,2014J,resource,,
913519,BBB,2014J,oucontent,6,6
913614,BBB,2014J,resource,,
913648,BBB,2014J,resource,,
913689,BBB,2014J,subpage,,
913482,BBB,2014J,oucontent,9,9
937836,BBB,2014J,resource,,
913516,BBB,2014J,oucontent,,
913611,BBB,2014J,resource,,
913645,BBB,2014J,resource,,
913685,BBB,2014J,resource,,
913478,BBB,2014J,oucontent,2,2
937833,BBB,2014J,resource,,
913513,BBB,2014J,oucontent,,
913608,BBB,2014J,resource,,
913642,BBB,2014J,resource,,
913682,BBB,2014J,resource,,
913475,BBB,2014J,oucontent,2,2
937830,BBB,2014J,oucontent,,
913510,BBB,2014J,oucontent,,
989842,BBB,2014J,questionnaire,,
913605,BBB,2014J,resource,,
913639,BBB,2014J,resource,,
913679,BBB,2014J,resource,,
913468,BBB,2014J,forumng,,
926338,BBB,2014J,resource,,
913507,BBB,2014J,oucontent,,
989327,BBB,2014J,questionnaire,,
913602,BBB,2014J,resource,,
913634,BBB,2014J,resource,,
913676,BBB,2014J,resource,9,9
913464,BBB,2014J,glossary,,
926335,BBB,2014J,resource,,
913504,BBB,2014J,oucontent,5,5
957625,BBB,2014J,resource,,
913631,BBB,2014J,resource,,
913673,BBB,2014J,resource,,
926332,BBB,2014J,oucontent,,
913501,BBB,2014J,oucontent,,
951623,BBB,2014J,resource,,
913535,BBB,2014J,oucontent,1,1
913628,BBB,2014J,resource,,
913669,BBB,2014J,resource,2,2
926329,BBB,2014J,oucontent,,
913497,BBB,2014J,oucontent,,
949687,BBB,2014J,url,,
951620,BBB,2014J,resource,,
913532,BBB,2014J,oucontent,9,9
913625,BBB,2014J,resource,,
913666,BBB,2014J,resource,6,6
926325,BBB,2014J,forumng,,
913494,BBB,2014J,oucontent,,
946588,BBB,2014J,resource,,
949690,BBB,2014J,url,,
913527,BBB,2014J,oucontent,,
913622,BBB,2014J,resource,,
913663,BBB,2014J,resource,,
913734,BBB,2014J,oucollaborate,,
913490,BBB,2014J,oucontent,,
937844,BBB,2014J,resource,,
913524,BBB,2014J,oucontent,5,5
913619,BBB,2014J,resource,,
913657,BBB,2014J,resource,2,2
913694,BBB,2014J,subpage,,
913487,BBB,2014J,oucontent,,
937841,BBB,2014J,resource,,
913521,BBB,2014J,oucontent,5,5
913616,BBB,2014J,resource,4,4
913650,BBB,2014J,resource,,
913691,BBB,2014J,subpage,,
913484,BBB,2014J,oucontent,,
937838,BBB,2014J,resource,,
913518,BBB,2014J,oucontent,,
913613,BBB,2014J,resource,,
913647,BBB,2014J,resource,,
913688,BBB,2014J,subpage,,
913481,BBB,2014J,oucontent,6,6
937835,BBB,2014J,resource,,
913515,BBB,2014J,oucontent,,
913610,BBB,2014J,resource,,
913644,BBB,2014J,resource,,
913684,BBB,2014J,resource,,
913477,BBB,2014J,oucontent,2,2
937832,BBB,2014J,resource,,
913512,BBB,2014J,oucontent,,
1010038,BBB,2014J,quiz,,
913607,BBB,2014J,resource,,
913641,BBB,2014J,resource,,
913681,BBB,2014J,resource,9,9
913474,BBB,2014J,oucontent,2,2
937829,BBB,2014J,oucontent,,
913509,BBB,2014J,oucontent,,
989841,BBB,2014J,questionnaire,,
913604,BBB,2014J,resource,,
913638,BBB,2014J,resource,,
913678,BBB,2014J,resource,,
913466,BBB,2014J,forumng,,
926337,BBB,2014J,resource,,
913506,BBB,2014J,oucontent,,
987931,BBB,2014J,quiz,,
913601,BBB,2014J,resource,,
913633,BBB,2014J,resource,,
913675,BBB,2014J,resource,,
926334,BBB,2014J,resource,,
913503,BBB,2014J,oucontent,,
957624,BBB,2014J,questionnaire,,
913630,BBB,2014J,resource,,
913671,BBB,2014J,resource,,
926331,BBB,2014J,oucontent,,
913500,BBB,2014J,oucontent,,
951622,BBB,2014J,resource,,
913534,BBB,2014J,oucontent,2,2
913627,BBB,2014J,resource,,
913668,BBB,2014J,resource,,
926328,BBB,2014J,oucontent,,
913496,BBB,2014J,oucontent,,
949686,BBB,2014J,subpage,,
951619,BBB,2014J,resource,,
913530,BBB,2014J,oucontent,,
913624,BBB,2014J,resource,,
913665,BBB,2014J,resource,,
913740,BBB,2014J,url,3,3
913493,BBB,2014J,oucontent,,
946094,BBB,2014J,oucontent,,
949689,BBB,2014J,url,,
913526,BBB,2014J,oucontent,,
909016,CCC,2014J,forumng,,
909326,CCC,2014J,resource,,
909059,CCC,2014J,oucontent,,
942322,CCC,2014J,subpage,,
909093,CCC,2014J,quiz,,
909252,CCC,2014J,subpage,,
909294,CCC,2014J,resource,,
909013,CCC,2014J,homepage,,
909323,CCC,2014J,resource,,
909056,CCC,2014J,oucontent,,
937763,CCC,2014J,resource,,
909090,CCC,2014J,quiz,,
909249,CCC,2014J,subpage,,
909291,CCC,2014J,resource,,
909320,CCC,2014J,resource,,
909053,CCC,2014J,oucontent,,
937760,CCC,2014J,resource,,
909087,CCC,2014J,quiz,,
1072252,CCC,2014J,forumng,,
909246,CCC,2014J,subpage,,
909288,CCC,2014J,resource,,
909317,CCC,2014J,resource,,
909050,CCC,2014J,oucontent,,
937757,CCC,2014J,resource,,
909083,CCC,2014J,oucontent,,
1046237,CCC,2014J,resource,,
909243,CCC,2014J,subpage,,
909285,CCC,2014J,resource,,
909314,CCC,2014J,resource,,
909045,CCC,2014J,oucontent,,
937754,CCC,2014J,resource,,
909080,CCC,2014J,oucontent,,
1042374,CCC,2014J,resource,,
909240,CCC,2014J,subpage,,
909282,CCC,2014J,resource,,
909311,CCC,2014J,resource,,
909042,CCC,2014J,oucontent,,
909349,CCC,2014J,url,,
909077,CCC,2014J,oucontent,3,4
1016724,CCC,2014J,url,,
909236,CCC,2014J,subpage,,
909275,CCC,2014J,resource,,
909308,CCC,2014J,resource,,
909039,CCC,2014J,oucontent,,
909345,CCC,2014J,url,,
909074,CCC,2014J,oucontent,,
1011840,CCC,2014J,url,,
909233,CCC,2014J,subpage,,
909272,CCC,2014J,resource,,
909305,CCC,2014J,resource,,
909036,CCC,2014J,oucontent,,
909342,CCC,2014J,url,,
909070,CCC,2014J,oucontent,,
1011837,CCC,2014J,subpage,,
909230,CCC,2014J,subpage,,
909269,CCC,2014J,resource,,
909302,CCC,2014J,resource,,
909033,CCC,2014J,oucontent,,
909338,CCC,2014J,url,,
909067,CCC,2014J,oucontent,,
989839,CCC,2014J,subpage,,
909101,CCC,2014J,page,,
909266,CCC,2014J,resource,,
909030,CCC,2014J,oucontent,,
909333,CCC,2014J,url,,
909064,CCC,2014J,oucontent,,
957609,CCC,2014J,oucontent,,
909098,CCC,2014J,quiz,,
909261,CCC,2014J,resource,,
909299,CCC,2014J,resource,,
909019,CCC,2014J,forumng,,
909328,CCC,2014J,resource,,
909061,CCC,2014J,oucontent,,
957606,CCC,2014J,oucontent,,
909095,CCC,2014J,quiz,,
909254,CCC,2014J,subpage,,
909296,CCC,2014J,resource,,
909015,CCC,2014J,forumng,,
909325,CCC,2014J,resource,,
909058,CCC,2014J,oucontent,,
942321,CCC,2014J,oucontent,,
909092,CCC,2014J,quiz,,
909251,CCC,2014J,subpage,,
909293,CCC,2014J,resource,,
909322,CCC,2014J,resource,,
909055,CCC,2014J,oucontent,,
937762,CCC,2014J,resource,,
909089,CCC,2014J,quiz,,
909248,CCC,2014J,subpage,,
909290,CCC,2014J,resource,,
909319,CCC,2014J,resource,,
909052,CCC,2014J,oucontent,,
937759,CCC,2014J,resource,,
909086,CCC,2014J,quiz,,
1049562,CCC,2014J,oucontent,,
909245,CCC,2014J,subpage,,
909287,CCC,2014J,resource,,
909316,CCC,2014J,resource,,
909049,CCC,2014J,oucontent,,
937756,CCC,2014J,resource,,
909082,CCC,2014J,oucontent,,
1042376,CCC,2014J,resource,,
909242,CCC,2014J,subpage,,
909284,CCC,2014J,resource,,
909313,CCC,2014J,resource,,
909044,CCC,2014J,oucontent,,
937753,CCC,2014J,resource,,
909079,CCC,2014J,oucontent,,
1042373,CCC,2014J,resource,,
909238,CCC,2014J,subpage,,
909281,CCC,2014J,resource,,
909310,CCC,2014J,resource,,
909041,CCC,2014J,oucontent,,
909347,CCC,2014J,url,,
909076,CCC,2014J,oucontent,,
1011842,CCC,2014J,url,,
909235,CCC,2014J,subpage,,
909274,CCC,2014J,resource,,
909307,CCC,2014J,resource,,
909038,CCC,2014J,oucontent,,
909344,CCC,2014J,url,,
909073,CCC,2014J,oucontent,,
1011839,CCC,2014J,url,,
909232,CCC,2014J,subpage,,
909271,CCC,2014J,resource,,
909304,CCC,2014J,resource,,
909035,CCC,2014J,oucontent,,
909341,CCC,2014J,url,,
909069,CCC,2014J,oucontent,,
1010405,CCC,2014J,resource,,
909229,CCC,2014J,subpage,,
909268,CCC,2014J,resource,,
909032,CCC,2014J,oucontent,,
909335,CCC,2014J,url,,
909066,CCC,2014J,oucontent,5,7
957615,CCC,2014J,resource,,
909100,CCC,2014J,quiz,,
909265,CCC,2014J,resource,,
909301,CCC,2014J,resource,,
909022,CCC,2014J,forumng,,
909332,CCC,2014J,oucollaborate,,
909063,CCC,2014J,oucontent,,
957608,CCC,2014J,oucontent,,
909097,CCC,2014J,quiz,,
909260,CCC,2014J,resource,,
909298,CCC,2014J,resource,,
909018,CCC,2014J,forumng,,
909327,CCC,2014J,resource,,
909060,CCC,2014J,oucontent,1,2
947016,CCC,2014J,resource,,
909094,CCC,2014J,quiz,,
909253,CCC,2014J,subpage,,
909295,CCC,2014J,resource,,
909014,CCC,2014J,forumng,,
909324,CCC,2014J,resource,,
909057,CCC,2014J,oucontent,,
937764,CCC,2014J,resource,,
909091,CCC,2014J,quiz,,
909250,CCC,2014J,subpage,,
909292,CCC,2014J,resource,,
909321,CCC,2014J,resource,,
909054,CCC,2014J,oucontent,,
937761,CCC,2014J,resource,,
909088,CCC,2014J,quiz,,
1072253,CCC,2014J,oucollaborate,,
909247,CCC,2014J,subpage,,
909289,CCC,2014J,resource,,
909318,CCC,2014J,resource,,
909051,CCC,2014J,oucontent,,
937758,CCC,2014J,resource,,
909085,CCC,2014J,quiz,,
1046866,CCC,2014J,resource,,
909244,CCC,2014J,subpage,,
909286,CCC,2014J,resource,,
909315,CCC,2014J,resource,,
909048,CCC,2014J,oucontent,,
937755,CCC,2014J,resource,,
909081,CCC,2014J,oucontent,,
1042375,CCC,2014J,resource,,
909241,CCC,2014J,subpage,,
909283,CCC,2014J,resource,,
909312,CCC,2014J,resource,,
909043,CCC,2014J,oucontent,,
937752,CCC,2014J,subpage,,
909078,CCC,2014J,oucontent,,
1019025,CCC,2014J,forumng,,
909237,CCC,2014J,subpage,,
909280,CCC,2014J,resource,,
909309,CCC,2014J,resource,,
909040,CCC,2014J,oucontent,,
909346,CCC,2014J,url,,
909075,CCC,2014J,oucontent,,
1011841,CCC,2014J,url,,
909234,CCC,2014J,subpage,,
909273,CCC,2014J,resource,,
909306,CCC,2014J,resource,,
909037,CCC,2014J,oucontent,,
909343,CCC,2014J,url,,
909071,CCC,2014J,oucontent,1,2
1011838,CCC,2014J,subpage,,
909231,CCC,2014J,subpage,,
909270,CCC,2014J,resource,,
909303,CCC,2014J,resource,,
909034,CCC,2014J,oucontent,,
909339,CCC,2014J,url,,
909068,CCC,2014J,oucontent,8,9
1002902,CCC,2014J,url,,
909102,CCC,2014J,page,,
909267,CCC,2014J,resource,,
909031,CCC,2014J,oucontent,,
909334,CCC,2014J,url,,
909065,CCC,2014J,oucontent,,
957610,CCC,2014J,oucontent,,
909099,CCC,2014J,quiz,,
909262,CCC,2014J,resource,,
909300,CCC,2014J,resource,,
909020,CCC,2014J,forumng,,
909330,CCC,2014J,resource,,
909062,CCC,2014J,oucontent,,
957607,CCC,2014J,oucontent,,
909096,CCC,2014J,quiz,,
909256,CCC,2014J,subpage,,
909297,CCC,2014J,resource,,
813953,DDD,2014J,subpage,,
814128,DDD,2014J,resource,,
1016371,DDD,2014J,forumng,,
813986,DDD,2014J,subpage,,
814162,DDD,2014J,resource,,
814018,DDD,2014J,subpage,,
814199,DDD,2014J,resource,,
814058,DDD,2014J,resource,,
814289,DDD,2014J,url,,
814094,DDD,2014J,resource,,
814321,DDD,2014J,url,,
813950,DDD,2014J,subpage,,
814125,DDD,2014J,resource,,
1011355,DDD,2014J,resource,,
813983,DDD,2014J,subpage,,
814159,DDD,2014J,resource,,
814015,DDD,2014J,subpage,,
814195,DDD,2014J,resource,,
814054,DDD,2014J,resource,,
814286,DDD,2014J,url,,
814091,DDD,2014J,resource,,
814318,DDD,2014J,url,,
814122,DDD,2014J,resource,,
1006065,DDD,2014J,resource,,
813980,DDD,2014J,subpage,,
814155,DDD,2014J,resource,,
814012,DDD,2014J,subpage,,
814191,DDD,2014J,resource,,
814051,DDD,2014J,subpage,,
814283,DDD,2014J,url,,
814088,DDD,2014J,resource,,
814315,DDD,2014J,url,,
813947,DDD,2014J,subpage,,
814119,DDD,2014J,resource,,
986521,DDD,2014J,oucollaborate,,
813977,DDD,2014J,subpage,,
814152,DDD,2014J,resource,,
814009,DDD,2014J,subpage,,
814187,DDD,2014J,resource,,
814048,DDD,2014J,subpage,,
814280,DDD,2014J,oucollaborate,,
814084,DDD,2014J,resource,,
814312,DDD,2014J,url,,
813944,DDD,2014J,subpage,,
814116,DDD,2014J,resource,,
967275,DDD,2014J,url,,
813974,DDD,2014J,subpage,,
814149,DDD,2014J,resource,,
814006,DDD,2014J,subpage,,
814184,DDD,2014J,resource,,
814045,DDD,2014J,subpage,,
814222,DDD,2014J,resource,,
814080,DDD,2014J,resource,,
814309,DDD,2014J,url,,
813940,DDD,2014J,oucontent,,
814112,DDD,2014J,resource,,
952513,DDD,2014J,resource,,
813971,DDD,2014J,subpage,,
814146,DDD,2014J,resource,,
814003,DDD,2014J,subpage,,
814181,DDD,2014J,resource,,
814036,DDD,2014J,subpage,,
814042,DDD,2014J,subpage,,
814219,DDD,2014J,resource,,
814077,DDD,2014J,resource,,
814306,DDD,2014J,url,,
813936,DDD,2014J,oucontent,,
814109,DDD,2014J,resource,,
952510,DDD,2014J,resource,,
813967,DDD,2014J,subpage,,
814143,DDD,2014J,resource,,
814000,DDD,2014J,subpage,,
814178,DDD,2014J,resource,,
814033,DDD,2014J,subpage,,
814039,DDD,2014J,subpage,,
814216,DDD,2014J,resource,,
814074,DDD,2014J,resource,,
814303,DDD,2014J,url,,
813932,DDD,2014J,oucontent,,
952507,DDD,2014J,subpage,,
813964,DDD,2014J,subpage,,
814140,DDD,2014J,resource,,
813997,DDD,2014J,subpage,,
814175,DDD,2014J,resource,,
814029,DDD,2014J,subpage,,
814212,DDD,2014J,resource,,
814071,DDD,2014J,resource,,
814300,DDD,2014J,url,,
813711,DDD,2014J,glossary,,
814105,DDD,2014J,resource,,
813961,DDD,2014J,subpage,,
814137,DDD,2014J,resource,,
1072100,DDD,2014J,forumng,,
813994,DDD,2014J,subpage,,
814172,DDD,2014J,resource,,
814026,DDD,2014J,subpage,,
814208,DDD,2014J,resource,,
814067,DDD,2014J,resource,,
814297,DDD,2014J,url,,
813708,DDD,2014J,forumng,,
814102,DDD,2014J,resource,,
924983,DDD,2014J,url,,
813958,DDD,2014J,subpage,,
814134,DDD,2014J,resource,,
1046812,DDD,2014J,glossary,,
813991,DDD,2014J,subpage,,
814169,DDD,2014J,resource,,
814023,DDD,2014J,subpage,,
814204,DDD,2014J,resource,,
814064,DDD,2014J,resource,,
814294,DDD,2014J,url,,
813704,DDD,2014J,externalquiz,,
814099,DDD,2014J,resource,,
924980,DDD,2014J,resource,,
813955,DDD,2014J,subpage,,
814131,DDD,2014J,resource,,
1016377,DDD,2014J,resource,,
813988,DDD,2014J,subpage,,
814166,DDD,2014J,resource,,
814020,DDD,2014J,subpage,,
814201,DDD,2014J,resource,,
814060,DDD,2014J,resource,,
814291,DDD,2014J,url,,
813701,DDD,2014J,homepage,,
814096,DDD,2014J,resource,,
814323,DDD,2014J,url,,
813952,DDD,2014J,subpage,,
814127,DDD,2014J,resource,,
1016370,DDD,2014J,forumng,,
813985,DDD,2014J,subpage,,
814161,DDD,2014J,resource,,
814017,DDD,2014J,subpage,,
814198,DDD,2014J,resource,,
814056,DDD,2014J,resource,,
814288,DDD,2014J,url,,
814093,DDD,2014J,resource,,
814320,DDD,2014J,url,,
813949,DDD,2014J,subpage,,
814124,DDD,2014J,resource,,
1006068,DDD,2014J,oucollaborate,,
813982,DDD,2014J,subpage,,
814158,DDD,2014J,resource,,
814014,DDD,2014J,subpage,,
814193,DDD,2014J,resource,,
814053,DDD,2014J,resource,,
814285,DDD,2014J,url,,
814090,DDD,2014J,resource,,
814317,DDD,2014J,url,,
814121,DDD,2014J,resource,,
1006064,DDD,2014J,externalquiz,,
813979,DDD,2014J,subpage,,
814154,DDD,2014J,resource,,
814011,DDD,2014J,subpage,,
814189,DDD,2014J,resource,,
814050,DDD,2014J,subpage,,
814282,DDD,2014J,url,,
814087,DDD,2014J,resource,,
814314,DDD,2014J,url,,
813946,DDD,2014J,subpage,,
814118,DDD,2014J,resource,,
985360,DDD,2014J,resource,,
813976,DDD,2014J,subpage,,
814151,DDD,2014J,resource,,
814008,DDD,2014J,subpage,,
814186,DDD,2014J,resource,,
814047,DDD,2014J,subpage,,
814279,DDD,2014J,oucollaborate,,
814083,DDD,2014J,resource,,
814311,DDD,2014J,url,,
813943,DDD,2014J,ouwiki,,
814115,DDD,2014J,resource,,
967274,DDD,2014J,url,,
813973,DDD,2014J,subpage,,
814148,DDD,2014J,resource,,
814005,DDD,2014J,subpage,,
814183,DDD,2014J,resource,,
814038,DDD,2014J,subpage,,
814044,DDD,2014J,subpage,,
814221,DDD,2014J,resource,,
814079,DDD,2014J,resource,,
814308,DDD,2014J,url,,
813939,DDD,2014J,oucontent,,
814111,DDD,2014J,resource,,
952512,DDD,2014J,resource,,
813969,DDD,2014J,subpage,,
814145,DDD,2014J,resource,,
814002,DDD,2014J,subpage,,
814180,DDD,2014J,resource,,
814035,DDD,2014J,subpage,,
814041,DDD,2014J,subpage,,
814218,DDD,2014J,resource,,
814076,DDD,2014J,resource,,
814305,DDD,2014J,url,,
813935,DDD,2014J,oucontent,,
952509,DDD,2014J,resource,,
813966,DDD,2014J,subpage,,
814142,DDD,2014J,resource,,
