code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
CCC,2014J,199361,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
CCC,2014J,199760,M,Scotland,HE Qualification,10-20%,0-35,0,60,N,Fail
CCC,2014J,200372,M,Scotland,HE Qualification,20-30%,35-55,1,120,N,Withdrawn
CCC,2014J,201425,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,205218,M,Scotland,Lower Than A Level,20-30%,35-55,0,50,N,Withdrawn
CCC,2014J,232072,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
CCC,2014J,233444,M,London Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
CCC,2014J,234957,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
CCC,2014J,235121,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,115,N,Withdrawn
CCC,2014J,238255,F,Scotland,HE Qualification,50-60%,0-35,0,30,Y,Withdrawn
CCC,2014J,240486,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
CCC,2014J,242636,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
CCC,2014J,242778,M,Scotland,HE Qualification,90-100%,35-55,1,30,N,Fail
CCC,2014J,243358,F,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
CCC,2014J,244738,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
CCC,2014J,245217,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,250,N,Fail
CCC,2014J,245600,M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass
CCC,2014J,246829,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
CCC,2014J,247304,F,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,Fail
CCC,2014J,248818,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
CCC,2014J,253013,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,253496,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
CCC,2014J,256532,M,South Region,A Level or Equivalent,50-60%,35-55,1,30,N,Fail
CCC,2014J,256680,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn
CCC,2014J,256867,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
CCC,2014J,257887,M,Ireland,HE Qualification,,0-35,0,60,N,Pass
CCC,2014J,258042,F,South East Region,HE Qualification,60-70%,35-55,0,30,N,Withdrawn
CCC,2014J,259641,M,North Region,A Level or Equivalent,,35-55,0,120,N,Pass
CCC,2014J,260062,M,Scotland,HE Qualification,90-100%,0-35,1,30,N,Withdrawn
CCC,2014J,261160,F,Wales,Lower Than A Level,20-30%,35-55,0,150,N,Withdrawn
CCC,2014J,262385,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
CCC,2014J,263150,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
CCC,2014J,264151,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
CCC,2014J,264715,F,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
CCC,2014J,264723,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
CCC,2014J,264845,F,West Midlands Region,HE Qualification,60-70%,55<=,0,30,N,Fail
CCC,2014J,266097,M,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Withdrawn
CCC,2014J,266558,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,30,Y,Fail
CCC,2014J,267619,M,Yorkshire Region,Lower Than A Level,10-20%,35-55,0,90,N,Fail
CCC,2014J,268018,M,London Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail
CCC,2014J,269388,F,Scotland,HE Qualification,30-40%,0-35,0,90,N,Fail
CCC,2014J,271526,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
CCC,2014J,275297,M,North Region,HE Qualification,,0-35,0,120,N,Distinction
CCC,2014J,275711,M,North Western Region,Lower Than A Level,10-20%,0-35,0,80,N,Fail
CCC,2014J,275882,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
CCC,2014J,278413,M,London Region,HE Qualification,0-10%,35-55,0,30,N,Withdrawn
CCC,2014J,278600,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
CCC,2014J,279879,F,Scotland,HE Qualification,70-80%,0-35,0,30,N,Withdrawn
CCC,2014J,279883,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,180,N,Withdrawn
CCC,2014J,283618,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Withdrawn
CCC,2014J,284095,F,South West Region,HE Qualification,90-100%,0-35,0,120,N,Distinction
CCC,2014J,284741,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
CCC,2014J,285412,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,285637,F,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,30,N,Withdrawn
CCC,2014J,286658,F,North Region,A Level or Equivalent,,35-55,0,90,N,Distinction
CCC,2014J,287897,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn
CCC,2014J,289397,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,Y,Fail
CCC,2014J,290043,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
CCC,2014J,291156,F,London Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
CCC,2014J,291674,F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass
CCC,2014J,293162,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
CCC,2014J,293321,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,293686,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
CCC,2014J,294112,M,Scotland,A Level or Equivalent,40-50%,0-35,0,150,N,Fail
CCC,2014J,296222,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
CCC,2014J,296725,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,210,N,Fail
CCC,2014J,297166,F,London Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail
CCC,2014J,298777,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
CCC,2014J,300611,M,North Western Region,HE Qualification,0-10%,0-35,1,30,N,Pass
CCC,2014J,301681,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,303218,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,N,Pass
CCC,2014J,305036,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
CCC,2014J,306202,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
CCC,2014J,307297,M,South East Region,HE Qualification,60-70%,0-35,0,45,N,Withdrawn
CCC,2014J,307789,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,308953,F,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Fail
CCC,2014J,310280,M,South West Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail
CCC,2014J,310765,M,Yorkshire Region,HE Qualification,40-50%,35-55,0,30,N,Pass
CCC,2014J,311332,F,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail
CCC,2014J,311862,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,312061,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
CCC,2014J,314555,F,South Region,A Level or Equivalent,30-40%,0-35,1,120,Y,Withdrawn
CCC,2014J,314956,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,316091,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
CCC,2014J,316454,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn
CCC,2014J,317801,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Fail
CCC,2014J,319035,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
CCC,2014J,319492,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,110,N,Withdrawn
CCC,2014J,320153,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,30,N,Withdrawn
CCC,2014J,322499,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
CCC,2014J,322641,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
CCC,2014J,322844,M,Ireland,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn
CCC,2014J,322907,M,London Region,HE Qualification,30-40%,55<=,0,30,N,Fail
CCC,2014J,324338,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
CCC,2014J,324440,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
CCC,2014J,325497,F,South West Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn
CCC,2014J,325518,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
CCC,2014J,327057,M,South East Region,HE Qualification,50-60%,0-35,0,100,N,Pass
CCC,2014J,328123,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
CCC,2014J,328674,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail
CCC,2014J,329455,M,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,Withdrawn
CCC,2014J,330453,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
CCC,2014J,330952,M,North Western Region,Lower Than A Level,20-30%,35-55,0,270,N,Withdrawn
CCC,2014J,330966,M,South Region,HE Qualification,90-100%,35-55,0,30,N,Withdrawn
CCC,2014J,331622,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn
CCC,2014J,332436,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
CCC,2014J,334154,M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail
CCC,2014J,334225,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass
CCC,2014J,335401,M,South Region,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn
CCC,2014J,335405,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
CCC,2014J,335914,F,Ireland,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
CCC,2014J,336014,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
CCC,2014J,336131,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
CCC,2014J,336695,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass
CCC,2014J,336772,M,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass
CCC,2014J,338731,M,Yorkshire Region,Lower Than A Level,10-20%,35-55,1,30,N,Fail
CCC,2014J,338983,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn
CCC,2014J,339235,M,West Midlands Region,HE Qualification,70-80%,0-35,0,90,N,Distinction
CCC,2014J,339824,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn
CCC,2014J,340010,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
CCC,2014J,341361,M,London Region,HE Qualification,10-20%,35-55,0,60,N,Withdrawn
CCC,2014J,342799,M,Wales,Lower Than A Level,0-10%,0-35,1,30,Y,Pass
CCC,2014J,344740,M,London Region,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn
CCC,2014J,347809,F,Scotland,HE Qualification,10-20%,0-35,0,60,N,Distinction
CCC,2014J,348351,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
CCC,2014J,348783,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction
CCC,2014J,348855,M,Scotland,Post Graduate Qualification,20-30%,35-55,0,60,N,Pass
CCC,2014J,349093,M,North Western Region,HE Qualification,90-100%,35-55,0,60,N,Distinction
CCC,2014J,350267,F,South West Region,A Level or Equivalent,50-60%,0-35,0,130,N,Withdrawn
CCC,2014J,350929,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn
CCC,2014J,351903,M,North Western Region,HE Qualification,50-60%,0-35,0,30,N,Withdrawn
CCC,2014J,352637,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Distinction
CCC,2014J,353660,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,1,60,N,Withdrawn
CCC,2014J,353804,M,North Western Region,HE Qualification,30-40%,35-55,1,60,N,Withdrawn
CCC,2014J,354688,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
CCC,2014J,355935,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,356297,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail
CCC,2014J,356523,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,30,N,Fail
CCC,2014J,357820,M,North Region,A Level or Equivalent,10-20%,0-35,0,120,N,Withdrawn
CCC,2014J,358075,F,South West Region,A Level or Equivalent,80-90%,0-35,1,90,N,Pass
CCC,2014J,358578,F,South Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
CCC,2014J,359657,M,North Western Region,No Formal quals,20-30%,0-35,0,120,N,Withdrawn
CCC,2014J,359958,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Pass
CCC,2014J,360483,M,Wales,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
CCC,2014J,362140,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
CCC,2014J,362548,M,Yorkshire Region,Lower Than A Level,10-20%,0-35,0,30,N,Fail
CCC,2014J,364066,M,London Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn
CCC,2014J,364103,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
CCC,2014J,365661,F,Wales,A Level or Equivalent,0-10%,35-55,0,30,N,Pass
CCC,2014J,365701,F,South East Region,Lower Than A Level,20-30%,0-35,0,180,N,Distinction
CCC,2014J,366164,F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Withdrawn
CCC,2014J,366367,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
CCC,2014J,366873,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Fail
CCC,2014J,367352,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail
CCC,2014J,367510,M,London Region,A Level or Equivalent,20-30%,0-35,0,150,Y,Withdrawn
CCC,2014J,367815,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
CCC,2014J,368436,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
CCC,2014J,369208,M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail
CCC,2014J,369242,M,South East Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn
CCC,2014J,369610,M,South East Region,HE Qualification,90-100%,35-55,0,90,N,Pass
CCC,2014J,370512,M,South West Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass
CCC,2014J,370839,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn
CCC,2014J,371429,F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
CCC,2014J,371439,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
CCC,2014J,372234,M,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Pass
CCC,2014J,372577,M,South Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
CCC,2014J,378576,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn
CCC,2014J,379042,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,379185,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
CCC,2014J,379255,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
CCC,2014J,379265,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
CCC,2014J,379406,F,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass
CCC,2014J,382378,M,Scotland,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn
CCC,2014J,382857,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
CCC,2014J,384106,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
CCC,2014J,385033,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,385980,M,London Region,A Level or Equivalent,60-70%,0-35,1,60,N,Withdrawn
CCC,2014J,387944,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
CCC,2014J,387963,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Distinction
CCC,2014J,389250,M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,90,N,Fail
CCC,2014J,389267,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,391059,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
