id_assessment,id_student,date_submitted,is_banked,score
24291,351903,32,0,80
24291,352637,18,0,92
24291,353804,-1,1,58
24291,355935,32,0,72
24291,356523,32,0,94
24291,358075,-1,1,94
24291,359958,31,0,100
24291,362140,30,0,92
24291,364103,35,0,78
24291,365661,32,0,92
24291,365701,22,0,98
24291,366164,30,0,62
24291,366873,29,0,88
24291,367352,33,0,92
24291,367815,32,0,34
24291,368436,31,0,94
24291,369610,33,0,88
24291,370839,43,0,76
24291,371429,30,0,68
24291,371439,31,0,40
24291,372234,31,0,98
24291,372577,31,0,74
24291,379255,32,0,84
24291,379265,30,0,82
24291,379406,32,0,98
24291,382378,32,0,42
24291,385980,32,0,58
24291,387944,31,0,68
24291,387963,32,0,96
24291,389250,30,0,92
24291,391059,44,0,92
24291,391466,32,0,58
24291,392890,32,0,86
24291,393142,25,0,98
24291,394791,20,0,72
24291,396631,36,0,88
24291,400266,31,0,70
24291,400958,32,0,70
24291,401011,45,0,8
24291,402210,30,0,36
24291,402378,29,0,84
24291,406698,31,0,86
24291,409733,24,0,96
24291,409953,32,0,76
24291,410176,32,0,54
24291,411549,32,0,68
24291,412600,33,0,22
24291,412663,32,0,50
24291,413200,35,0,52
24291,414772,31,0,72
24291,415631,31,0,86
24291,416284,31,0,82
24291,416860,31,0,46
24291,417522,32,0,90
24291,417724,33,0,90
24291,418397,31,0,82
24291,418971,39,0,78
24291,419024,31,0,70
24291,422343,34,0,96
24291,422542,32,0,68
24291,422670,30,0,90
24291,422697,31,0,94
24291,423607,30,0,68
24291,425053,32,0,80
24291,425287,32,0,56
24291,427413,32,0,90
24291,429015,32,0,86
24291,430020,32,0,76
24291,430487,30,0,98
24291,430806,32,0,90
24291,432724,32,0,96
24291,433794,22,0,96
24291,437482,32,0,94
24291,437968,29,0,94
24291,439855,30,0,90
24291,440103,37,0,60
24291,440171,32,0,88
24291,442669,32,0,96
24291,446439,48,0,82
24291,446479,48,0,68
24291,446778,32,0,96
24291,447644,4,0,94
24291,447695,58,0,90
24291,464732,32,0,40
24291,464981,27,0,98
24291,465331,30,0,94
24291,465619,35,0,34
24291,465732,33,0,72
24291,465900,30,0,76
24291,466360,32,0,92
24291,466372,32,0,82
24291,467753,-1,1,62
24291,468902,37,0,52
24291,470159,31,0,52
24291,470385,30,0,96
24291,470617,31,0,64
24291,470914,32,0,20
24291,471580,30,0,90
24291,471810,39,0,78
24291,472290,32,0,92
24291,472309,-1,1,92
24291,472651,30,0,96
24291,472736,30,0,96
24291,472762,32,0,84
24291,473082,37,0,80
24291,473491,32,0,96
24291,474495,32,0,100
24291,474628,33,0,88
24291,475065,29,0,90
24291,475149,-1,1,82
24291,475163,33,0,78
24291,475734,30,0,92
24291,477099,32,0,88
24291,477185,32,0,68
24291,478346,32,0,54
24291,478513,33,0,90
24291,479522,45,0,78
24291,479987,32,0,54
24291,481169,32,0,80
24291,481314,28,0,98
24291,481350,32,0,88
24291,482145,32,0,64
24291,483543,30,0,92
24291,483666,22,0,90
24291,483858,30,0,100
24291,484223,32,0,88
24291,485920,32,0,42
24291,486300,32,0,68
24291,487314,31,0,90
24291,490313,32,0,74
24291,492020,33,0,90
24291,492357,-1,1,88
24291,492537,45,0,76
24291,492613,32,0,68
24291,493416,15,0,86
24291,494211,31,0,78
24291,494829,31,0,72
24291,495438,30,0,92
24291,496355,34,0,90
24291,496530,32,0,50
24291,496845,42,0,84
24291,497955,32,0,86
24291,498236,31,0,94
24291,498459,45,0,100
24291,498602,32,0,84
24291,499703,25,0,98
24291,499813,32,0,96
24291,500189,32,0,86
24291,501146,31,0,86
24291,501617,46,0,100
24291,501867,30,0,98
24291,502004,32,0,16
24291,502353,32,0,10
24291,503457,32,0,96
24291,503610,32,0,94
24291,503710,52,0,62
24291,503779,31,0,92
24291,504363,32,0,86
24291,505700,32,0,74
24291,505722,29,0,88
24291,506705,32,0,90
24291,508244,46,0,58
24291,508295,32,0,20
24291,508637,26,0,98
24291,509148,29,0,74
24291,509150,29,0,94
24291,509710,32,0,36
24291,510054,26,0,78
24291,510070,39,0,76
24291,510266,28,0,86
24291,511258,31,0,90
24291,511350,35,0,
24291,511612,31,0,84
24291,512257,32,0,10
24291,512259,32,0,94
24291,513969,32,0,70
24291,514504,32,0,34
24291,515426,30,0,78
24291,515734,32,0,54
24291,515857,37,0,80
24291,517223,33,0,38
24291,517416,38,0,100
24291,518134,37,0,96
24291,518359,31,0,98
24291,519057,33,0,28
24291,519116,32,0,62
24291,519684,32,0,82
24291,520077,32,0,100
24291,521115,32,0,58
24291,521292,32,0,100
24291,522257,31,0,92
24291,522525,29,0,90
24291,522708,32,0,68
24291,522754,32,0,90
24291,523239,32,0,50
24291,523334,31,0,72
24291,523762,32,0,94
24291,523817,38,0,58
24291,523872,34,0,70
24291,523944,32,0,94
24291,524170,31,0,68
24291,524276,32,0,36
24291,526124,39,0,54
24291,526235,32,0,54
24291,526741,32,0,86
24291,527958,32,0,44
24291,528290,26,0,94
24291,528506,34,0,74
24291,529975,32,0,82
24291,530663,31,0,80
24291,531896,31,0,78
24291,532440,31,0,82
24291,532565,32,0,40
24291,532846,31,0,58
24291,533512,32,0,62
24291,533689,31,0,58
24291,534093,33,0,80
24291,534733,30,0,94
24291,535161,31,0,98
24291,535648,46,0,74
24291,536276,32,0,96
24291,537654,-1,1,56
24291,537811,29,0,98
24291,539451,32,0,50
24291,540694,36,0,60
24291,541040,33,0,60
24291,541482,32,0,60
24291,541531,31,0,92
24291,541708,31,0,98
24291,542167,32,0,92
24291,542557,31,0,94
24291,543417,32,0,32
24291,543788,30,0,96
24291,544052,34,0,76
24291,544267,31,0,96
24291,544319,36,0,68
24291,544720,32,0,70
24291,545118,32,0,56
24291,545255,35,0,88
24291,545704,32,0,68
24291,546139,47,0,40
24291,546654,18,0,86
24291,547153,30,0,78
24291,547612,30,0,88
24291,548926,31,0,28
24291,549113,32,0,48
24291,549439,32,0,70
24291,549687,32,0,66
24291,549706,32,0,92
24291,549769,32,0,48
24291,549783,25,0,98
24291,550393,32,0,82
24291,550545,-1,1,92
24291,550814,35,0,48
24291,551214,38,0,80
24291,551220,31,0,82
24291,551332,31,0,86
24291,551397,32,0,98
24291,551772,32,0,94
24291,552220,32,0,56
24291,552498,31,0,96
24291,552666,32,0,22
24291,552965,27,0,100
24291,553719,22,0,94
24291,553741,-1,1,52
24291,554065,32,0,100
24291,554266,32,0,90
24291,554459,37,0,28
24291,554691,45,0,64
24291,554761,36,0,84
24291,555498,30,0,96
24291,555884,31,0,100
24291,555989,32,0,96
24291,556140,32,0,82
24291,556440,32,0,92
24291,556645,32,0,54
24291,556824,29,0,90
24291,557608,46,0,74
24291,557650,32,0,84
24291,557700,31,0,76
24291,557959,32,0,52
24291,558440,32,0,58
24291,558463,31,0,94
24291,559225,35,0,82
24291,559863,31,0,86
24291,560064,37,0,84
24291,560554,39,0,50
24291,560784,51,0,62
24291,560879,32,0,92
24291,561009,32,0,90
24291,561195,31,0,82
24291,561208,32,0,84
24291,561476,39,0,94
24291,561560,33,0,88
24291,561826,31,0,86
24291,561913,32,0,80
24291,562884,29,0,74
24291,563016,30,0,90
24291,563051,31,0,78
24291,563321,29,0,90
24291,564213,39,0,68
24291,564714,32,0,56
24291,565066,36,0,44
24291,565840,26,0,40
24291,565883,-1,1,88
24291,566135,33,0,92
24291,566447,17,0,98
24291,566938,31,0,98
24291,566979,22,0,92
24291,567304,32,0,92
24291,567451,31,0,72
24291,567597,39,0,100
24291,567719,32,0,80
24291,568307,31,0,34
24291,568948,32,0,92
24291,569277,29,0,82
24291,569944,27,0,92
24291,570453,31,0,70
24291,570491,31,0,78
24291,570671,30,0,
24291,570757,31,0,66
24291,570954,32,0,56
24291,570985,23,0,92
24291,570997,32,0,40
24291,571131,32,0,74
24291,571610,32,0,68
24291,571765,31,0,86
24291,571808,45,0,98
24291,571833,31,0,90
24291,571921,31,0,96
24291,571962,24,0,74
24291,572011,32,0,60
24291,572098,28,0,98
24291,572154,32,0,72
24291,572231,32,0,90
24291,572339,31,0,92
24291,572396,11,0,90
24291,572431,32,0,100
24291,572537,24,0,96
24291,572584,32,0,42
24291,572588,32,0,40
24291,572589,40,0,52
24291,572746,30,0,100
24291,572783,34,0,90
24291,572874,31,0,96
24291,573093,33,0,56
24291,573473,32,0,24
24291,573920,32,0,68
24291,574259,31,0,68
24291,574310,32,0,96
24291,574325,32,0,56
24291,574507,32,0,66
24291,574586,37,0,78
24291,574590,32,0,80
24291,574637,45,0,76
24291,574705,13,0,98
24291,574720,34,0,84
24291,574928,29,0,80
24291,575047,30,0,46
24291,575162,31,0,10
24291,575398,32,0,50
24291,575763,42,0,86
24291,575766,31,0,68
24291,575798,32,0,88
24291,576233,30,0,90
24291,576251,32,0,100
24291,576433,31,0,100
24291,576439,32,0,92
24291,576453,31,0,96
24291,576541,32,0,66
24291,576568,29,0,86
24291,576791,32,0,98
24291,577148,53,0,22
24291,577279,28,0,88
24291,577427,32,0,46
24291,577458,32,0,54
24291,577460,31,0,90
24291,577551,44,0,36
24291,577566,23,0,88
24291,578000,32,0,20
24291,578026,31,0,72
24291,578815,31,0,90
24291,578820,33,0,84
24291,578823,47,0,52
24291,579052,32,0,44
24291,579176,32,0,74
24291,579278,30,0,56
24291,579362,32,0,76
24291,579614,31,0,92
24291,580342,31,0,90
24291,580657,31,0,76
24291,580709,32,0,32
24291,580714,31,0,96
24291,580798,31,0,94
24291,580845,31,0,70
24291,580916,30,0,72
24291,581123,31,0,76
24291,581288,30,0,86
24291,581410,31,0,88
24291,581552,29,0,100
24291,581656,32,0,86
24291,581676,31,0,84
24291,581708,45,0,8
24291,582320,26,0,92
24291,582395,32,0,70
24291,582514,32,0,32
24291,582530,31,0,52
24291,582651,31,0,88
24291,582723,32,0,44
24291,583288,44,0,52
24291,583293,31,0,94
24291,583704,32,0,94
24291,583993,31,0,88
24291,584386,53,0,80
24291,584443,32,0,98
24291,584553,32,0,92
24291,584711,32,0,66
24291,584771,32,0,72
24291,584926,32,0,60
24291,585098,29,0,100
24291,585134,32,0,96
24291,585154,32,0,94
24291,585222,33,0,36
24291,585359,32,0,48
24291,585422,29,0,100
24291,585769,30,0,96
24291,586046,32,0,50
24291,586047,32,0,86
24291,586227,32,0,94
24291,586476,32,0,86
24291,586497,32,0,90
24291,586526,32,0,30
24291,586550,32,0,78
24291,586594,31,0,94
24291,586668,32,0,66
24291,586762,32,0,56
24291,586808,31,0,86
24291,586838,54,0,80
24291,586921,50,0,92
24291,587008,18,0,84
24291,587244,30,0,82
24291,587391,30,0,100
24291,587641,32,0,42
24291,588033,39,0,94
24291,588100,32,0,84
24291,588170,31,0,94
24291,588178,18,0,92
24291,588482,34,0,84
24291,588493,32,0,76
24291,588556,32,0,50
24291,588566,27,0,88
24291,588765,32,0,68
24291,589327,32,0,68
24291,589441,37,0,30
24291,589565,30,0,98
24291,589782,31,0,98
24291,590397,31,0,84
24291,590974,33,0,56
24291,591083,31,0,66
24291,591230,31,0,92
24291,591733,32,0,68
24291,591869,32,0,44
24291,591891,24,0,88
24291,592051,-1,1,44
24291,592093,32,0,48
24291,592310,30,0,98
24291,592338,51,0,94
24291,592494,45,0,74
24291,592625,38,0,88
24291,592997,46,0,54
24291,593022,32,0,86
24291,593607,39,0,44
24291,593657,29,0,98
24291,594326,32,0,82
24291,594419,33,0,62
24291,594909,118,0,64
24291,595106,26,0,100
24291,595495,31,0,78
24291,595553,39,0,86
24291,595938,31,0,58
24291,596332,32,0,100
24291,596620,31,0,94
24291,596711,32,0,88
24291,596845,31,0,98
24291,596846,32,0,80
24291,596981,32,0,84
24291,597052,27,0,96
24291,597319,38,0,40
24291,597365,32,0,90
24291,597433,38,0,86
24291,597755,31,0,96
24291,598028,31,0,44
24291,598102,38,0,94
24291,598299,31,0,82
24291,598501,45,0,88
24291,598665,32,0,94
24291,598713,30,0,90
24291,598751,32,0,70
24291,598963,32,0,92
24291,598983,31,0,80
24291,599109,30,0,94
24291,599169,32,0,82
24291,599176,30,0,96
24291,599297,32,0,28
24291,599398,32,0,68
24291,599452,33,0,86
24291,599491,32,0,74
24291,599740,32,0,82
24291,600067,22,0,92
24291,600175,33,0,68
24291,600814,32,0,56
24291,601082,31,0,76
24291,601234,31,0,78
24291,601388,31,0,72
24291,601517,32,0,64
24291,601566,31,0,82
24291,601567,52,0,46
24291,601735,31,0,92
24291,601956,32,0,62
24291,602030,-1,1,52
24291,602151,32,0,90
24291,602288,31,0,72
24291,602533,32,0,92
24291,602683,32,0,100
24291,602827,46,0,54
24291,602973,32,0,94
24291,603049,32,0,92
24291,603302,32,0,98
24291,603503,31,0,78
24291,603529,32,0,88
24291,603620,30,0,96
24291,604164,30,0,98
24291,604694,34,0,48
24291,604906,32,0,60
24291,605367,32,0,82
24291,605459,32,0,54
24291,605468,32,0,78
24291,605540,22,0,86
24291,605666,54,0,96
24291,605840,28,0,98
24291,606064,32,0,96
24291,606344,32,0,96
24291,606345,30,0,90
24291,607047,32,0,96
24291,607085,32,0,70
24291,607094,32,0,98
24291,607453,31,0,92
24291,607900,11,0,92
24291,607947,30,0,100
24291,608422,32,0,56
24291,608423,32,0,80
24291,608571,32,0,64
24291,608577,-1,1,86
24291,608681,32,0,66
24291,608746,32,0,98
24291,608891,31,0,90
24291,608978,26,0,98
24291,609031,31,0,90
24291,609235,32,0,98
24291,609456,31,0,94
24291,609537,28,0,100
24291,609605,30,0,72
24291,609823,32,0,74
24291,609852,28,0,94
24291,609891,32,0,48
24291,609969,33,0,94
24291,610033,32,0,80
24291,610234,31,0,92
24291,610285,40,0,88
24291,610287,-1,1,80
24291,610537,35,0,
24291,610643,32,0,76
24291,610650,31,0,90
24291,610881,33,0,98
24291,610904,31,0,70
24291,611033,41,0,92
24291,611173,46,0,68
24291,611255,29,0,88
24291,611407,33,0,58
24291,611417,29,0,96
24291,611542,32,0,90
24291,611593,27,0,98
24291,611813,31,0,98
24291,612127,46,0,66
24291,612177,46,0,80
24291,612179,32,0,58
24291,612283,55,0,30
24291,612327,30,0,80
24291,612798,31,0,84
24291,612860,31,0,72
24291,613122,31,0,64
24291,613237,29,0,90
24291,613370,32,0,96
24291,613667,19,0,94
24291,614265,31,0,88
24291,614300,30,0,84
24291,614458,26,0,100
24291,614761,32,0,70
24291,614804,35,0,96
24291,615075,14,0,96
24291,615241,32,0,96
24291,616386,31,0,74
24291,616407,-1,1,96
24291,616439,32,0,68
24291,616646,32,0,70
24291,616658,31,0,70
24291,616789,32,0,38
24291,616870,32,0,86
24291,617130,39,0,94
24291,617327,47,0,32
24291,617418,31,0,56
24291,617740,26,0,94
24291,618513,31,0,70
24291,618590,32,0,80
24291,618649,32,0,98
24291,618777,23,0,98
24291,618849,32,0,98
24291,618865,31,0,70
24291,618875,30,0,70
24291,618982,41,0,46
24291,619359,31,0,92
24291,619380,31,0,70
24291,619503,31,0,92
24291,619927,24,0,94
24291,619928,23,0,94
24291,620159,36,0,56
24291,620231,33,0,54
24291,620243,32,0,88
24291,620369,-1,1,90
24291,620716,32,0,100
24291,620897,33,0,82
24291,621300,32,0,76
24291,621414,31,0,20
24291,621442,35,0,58
24291,621696,31,0,86
24291,621884,23,0,98
24291,622096,31,0,98
24291,622192,31,0,84
24291,622374,8,0,98
24291,622384,33,0,44
24291,622413,38,0,46
24291,622425,32,0,56
24291,622541,30,0,72
24291,622812,30,0,78
24291,622890,43,0,44
24291,622935,31,0,80
24291,623100,20,0,100
24291,623124,31,0,68
24291,623484,18,0,98
24291,623511,29,0,98
24291,624060,-1,1,100
24291,624156,32,0,50
24291,624209,27,0,86
24291,624256,31,0,68
24291,624354,37,0,40
24291,624493,14,0,100
24291,624730,37,0,8
24291,624789,32,0,92
24291,624860,40,0,72
24291,624927,32,0,92
24291,624957,160,0,50
24291,625067,31,0,64
24291,625078,-1,1,98
24291,625100,39,0,38
24291,625263,33,0,86
24291,625357,31,0,98
24291,626296,44,0,90
24291,626407,32,0,86
24291,626417,-1,1,86
24291,626463,32,0,82
24291,626519,32,0,80
24291,626757,32,0,86
24291,626878,27,0,62
24291,627184,31,0,74
24291,627283,45,0,62
24291,627295,27,0,66
24291,627417,31,0,92
24291,627450,31,0,86
24291,627471,32,0,90
24291,627527,32,0,94
24291,627581,32,0,2
24291,627947,44,0,90
24291,628034,32,0,62
24291,628114,31,0,82
24291,628216,40,0,76
24291,628300,32,0,94
24291,628361,31,0,100
24291,628376,32,0,94
24291,628706,35,0,34
24291,628717,32,0,92
24291,628720,33,0,58
24291,628777,39,0,76
24291,628910,32,0,70
24291,629056,46,0,26
24291,629096,52,0,84
24291,629405,27,0,80
24291,629523,23,0,100
24291,629535,32,0,66
24291,629560,39,0,92
24291,629607,31,0,94
24291,629692,22,0,94
24291,629696,-1,1,90
24291,630013,45,0,88
24291,630073,35,0,46
24291,630165,41,0,80
24291,630177,31,0,88
24291,630200,32,0,60
24291,630430,30,0,98
24291,630431,31,0,94
24291,630452,32,0,94
24291,630467,25,0,92
24291,630479,31,0,90
24291,630519,32,0,98
24291,630905,29,0,98
24291,630935,31,0,90
24291,631016,48,0,74
24291,631073,32,0,72
24291,631117,16,0,96
24291,631491,31,0,100
24291,631573,31,0,72
24291,631663,32,0,88
24291,631771,30,0,98
24291,631851,30,0,98
24291,631860,30,0,96
24291,631870,32,0,82
24291,631880,39,0,84
24291,632004,31,0,92
24291,632083,16,0,94
24291,632575,32,0,94
24291,632637,40,0,64
24291,632700,32,0,86
24291,632709,31,0,92
24291,632756,32,0,96
24291,632866,32,0,88
24291,632942,32,0,96
24291,633008,29,0,92
24291,633047,33,0,8
24291,633069,30,0,100
24291,633179,24,0,84
24291,633198,32,0,60
24291,633238,32,0,22
24291,633303,16,0,100
24291,633334,32,0,56
24291,633544,36,0,60
24291,633618,32,0,96
24291,633634,35,0,68
24291,633647,37,0,62
24291,633746,31,0,76
24291,633914,32,0,88
24291,633960,32,0,94
24291,634111,32,0,84
24291,634193,28,0,94
24291,634200,32,0,76
24291,634309,31,0,58
24291,634351,32,0,96
24291,634420,32,0,64
24291,634536,30,0,96
24291,634552,31,0,82
24291,634600,32,0,58
24291,634648,30,0,70
24291,634776,39,0,66
24291,634824,32,0,64
24291,634853,-1,1,62
24291,635410,33,0,22
24291,635573,17,0,98
24291,635802,31,0,98
24291,636000,32,0,70
24291,636124,22,0,98
24291,636364,31,0,96
24291,636387,29,0,92
24291,636732,32,0,84
24291,636783,30,0,100
24291,637070,30,0,82
24291,637325,31,0,6
24291,637691,31,0,60
24291,637708,27,0,96
24291,637754,31,0,98
24291,638018,32,0,96
24291,638254,31,0,86
24291,638771,31,0,96
24291,639012,32,0,72
24291,640773,32,0,68
24291,641347,32,0,58
24291,641363,31,0,70
24291,641684,32,0,46
24291,641696,32,0,90
24291,641804,32,0,66
24291,642291,32,0,88
24291,642591,7,0,92
24291,642838,29,0,88
24291,642839,52,0,32
24291,642902,30,0,80
24291,643199,32,0,76
24291,643309,30,0,84
24291,643403,29,0,94
24291,643404,31,0,80
24291,643434,32,0,36
24291,643758,39,0,56
24291,643770,34,0,94
24291,644093,38,0,92
24291,644242,22,0,92
24291,644369,38,0,64
24291,644480,32,0,64
24291,644516,31,0,52
24291,644828,30,0,100
24291,644848,31,0,78
24291,644905,32,0,96
24291,644951,30,0,94
24291,644974,28,0,98
24291,645124,30,0,94
24291,645144,26,0,100
24291,645174,31,0,78
24291,645216,33,0,88
24291,645334,30,0,94
24291,645586,31,0,94
24291,645698,31,0,82
24291,645770,31,0,86
24291,645792,29,0,100
24291,645835,31,0,88
24291,645948,31,0,82
24291,646071,32,0,66
24291,646173,34,0,92
24291,646351,26,0,92
24291,646359,32,0,38
24291,646363,20,0,96
24291,646413,32,0,62
24291,646481,29,0,88
24291,646553,40,0,78
24291,646589,32,0,50
24291,646998,25,0,98
24291,647083,32,0,80
24291,647148,32,0,82
24291,647195,32,0,100
24291,647406,32,0,72
24291,647479,30,0,42
24291,647518,31,0,74
24291,647763,31,0,84
24291,647865,32,0,80
24291,647869,39,0,92
24291,647888,31,0,88
24291,648085,32,0,92
24291,648140,31,0,74
24291,648285,32,0,72
24291,648321,37,0,90
24291,648363,32,0,100
24291,648590,32,0,70
24291,648781,31,0,88
24291,648854,32,0,48
24291,648959,32,0,60
24291,649001,40,0,44
24291,649129,30,0,92
24291,649141,31,0,74
24291,649343,32,0,92
24291,649592,32,0,96
24291,649604,31,0,68
24291,649761,32,0,64
24291,649816,30,0,74
24291,649868,30,0,94
24291,650099,31,0,92
24291,650105,32,0,62
24291,650145,37,0,66
24291,650271,33,0,78
24291,650341,31,0,36
24291,650370,31,0,92
24291,650849,31,0,70
24291,650850,40,0,52
24291,650856,31,0,88
24291,650863,23,0,98
24291,651217,27,0,78
24291,651423,27,0,84
24291,651495,8,0,98
24291,651508,30,0,84
24291,651759,31,0,100
24291,651764,15,0,98
24291,651823,32,0,78
24291,651850,32,0,64
24291,651935,31,0,86
24291,652023,31,0,70
24291,652501,29,0,94
24291,652894,55,0,34
24291,652902,26,0,98
24291,653115,32,0,94
24291,653127,24,0,98
24291,653177,39,0,50
24291,653278,30,0,98
24291,653452,31,0,80
24291,653506,32,0,6
24291,653700,32,0,88
24291,653887,32,0,50
24291,654000,32,0,64
24291,654016,31,0,88
24291,654031,27,0,86
24291,654295,32,0,94
24291,654322,36,0,70
24291,654504,30,0,80
24291,654539,32,0,88
24291,654646,32,0,98
24291,654755,39,0,24
24291,654915,30,0,98
24291,655051,32,0,66
24291,655108,31,0,96
24291,655353,15,0,94
24291,655378,32,0,98
24291,655390,31,0,90
24291,655498,32,0,82
24291,655890,38,0,100
24291,655919,45,0,84
24291,655927,32,0,98
24291,655973,32,0,94
24291,655988,32,0,86
24291,656203,32,0,90
24291,656277,32,0,82
24291,656340,21,0,94
24291,656347,48,0,88
24291,656539,40,0,86
24291,656642,31,0,74
24291,656683,24,0,100
24291,656929,32,0,60
24291,657048,32,0,90
24291,657050,16,0,98
24291,657145,28,0,98
24291,657352,32,0,78
24291,674497,32,0,80
24291,674541,23,0,96
24291,674699,32,0,84
24291,674808,32,0,92
24291,674882,32,0,80
24291,675054,32,0,92
24291,675063,16,0,94
24291,675111,27,0,94
24291,675374,28,0,94
24291,675396,37,0,86
24291,675495,32,0,62
24291,675504,31,0,96
24291,675823,32,0,96
24291,675875,23,0,100
24291,675902,32,0,52
24291,676390,32,0,92
24291,676469,32,0,62
24291,676526,32,0,86
24291,676650,16,0,94
24291,676783,32,0,42
24291,676909,32,0,90
24291,676964,27,0,94
24291,677006,32,0,92
24291,677018,24,0,84
24291,677085,34,0,66
24291,677349,31,0,96
24291,677459,32,0,58
24291,677641,23,0,98
24291,677741,30,0,86
24291,678089,32,0,100
24291,678194,31,0,84
24291,678203,32,0,44
24291,678204,32,0,96
24291,678339,17,0,96
24291,678393,33,0,92
24291,678790,33,0,66
24291,678860,31,0,92
24291,679039,32,0,50
24291,679179,32,0,72
24291,679271,31,0,38
24291,679363,32,0,50
24291,679386,31,0,88
24291,679431,18,0,98
24291,679451,32,0,94
24291,679529,32,0,50
24291,679569,32,0,82
24291,679599,32,0,86
24291,679663,28,0,68
24291,679733,11,0,94
24291,679750,29,0,90
24291,679886,30,0,96
24291,679939,32,0,100
24291,679959,26,0,94
24291,680002,31,0,94
24291,680027,32,0,100
24291,680145,32,0,32
24291,680187,28,0,94
24291,680267,32,0,86
24291,680492,18,0,86
24291,680602,32,0,68
24291,680765,32,0,60
24291,680804,32,0,92
24291,680890,31,0,98
24291,681165,29,0,92
24291,681174,29,0,94
24291,681235,28,0,86
24291,681302,32,0,90
24291,681335,31,0,96
24291,681642,30,0,88
24291,682226,32,0,84
24291,682301,32,0,72
24291,682309,31,0,58
24291,682367,31,0,98
24291,682511,32,0,58
24291,682569,31,0,90
24291,682717,31,0,76
24291,682961,31,0,92
24291,683406,31,0,94
24291,683503,30,0,58
24291,683625,37,0,0
24291,683668,30,0,88
24291,683777,32,0,72
24291,684270,30,0,72
24291,684444,24,0,88
24291,684498,32,0,48
24291,684514,38,0,86
24291,684643,34,0,42
24291,684663,26,0,82
24291,684669,31,0,92
24291,684709,29,0,98
24291,684905,31,0,90
24291,684990,35,0,80
24291,685098,28,0,98
24291,685206,31,0,94
24291,685212,32,0,98
24291,685236,32,0,50
24291,685287,31,0,100
24291,685412,32,0,90
24291,685458,31,0,92
24291,685474,32,0,62
24291,685487,29,0,100
24291,685514,31,0,68
24291,685572,31,0,78
24291,685597,46,0,50
24291,685619,32,0,62
24291,685705,31,0,68
24291,685849,31,0,84
24291,685860,30,0,96
24291,685871,31,0,100
