id_site,code_module,code_presentation,activity_type,week_from,week_to
909261,CCC,2014J,resource,,
909299,CCC,2014J,resource,,
909019,CCC,2014J,forumng,,
909328,CCC,2014J,resource,,
909061,CCC,2014J,oucontent,,
957606,CCC,2014J,oucontent,,
909095,CCC,2014J,quiz,,
909254,CCC,2014J,subpage,,
909296,CCC,2014J,resource,,
909015,CCC,2014J,forumng,,
909325,CCC,2014J,resource,,
909058,CCC,2014J,oucontent,,
942321,CCC,2014J,oucontent,,
909092,CCC,2014J,quiz,,
909251,CCC,2014J,subpage,,
909293,CCC,2014J,resource,,
909322,CCC,2014J,resource,,
909055,CCC,2014J,oucontent,,
937762,CCC,2014J,resource,,
909089,CCC,2014J,quiz,,
909248,CCC,2014J,subpage,,
909290,CCC,2014J,resource,,
909319,CCC,2014J,resource,,
909052,CCC,2014J,oucontent,,
937759,CCC,2014J,resource,,
909086,CCC,2014J,quiz,,
1049562,CCC,2014J,oucontent,,
909245,CCC,2014J,subpage,,
909287,CCC,2014J,resource,,
909316,CCC,2014J,resource,,
909049,CCC,2014J,oucontent,,
937756,CCC,2014J,resource,,
909082,CCC,2014J,oucontent,,
1042376,CCC,2014J,resource,,
909242,CCC,2014J,subpage,,
909284,CCC,2014J,resource,,
909313,CCC,2014J,resource,,
909044,CCC,2014J,oucontent,,
937753,CCC,2014J,resource,,
909079,CCC,2014J,oucontent,,
1042373,CCC,2014J,resource,,
909238,CCC,2014J,subpage,,
909281,CCC,2014J,resource,,
909310,CCC,2014J,resource,,
909041,CCC,2014J,oucontent,,
909347,CCC,2014J,url,,
909076,CCC,2014J,oucontent,,
1011842,CCC,2014J,url,,
909235,CCC,2014J,subpage,,
909274,CCC,2014J,resource,,
909307,CCC,2014J,resource,,
909038,CCC,2014J,oucontent,,
909344,CCC,2014J,url,,
909073,CCC,2014J,oucontent,,
1011839,CCC,2014J,url,,
909232,CCC,2014J,subpage,,
909271,CCC,2014J,resource,,
909304,CCC,2014J,resource,,
909035,CCC,2014J,oucontent,,
909341,CCC,2014J,url,,
909069,CCC,2014J,oucontent,,
1010405,CCC,2014J,resource,,
909229,CCC,2014J,subpage,,
909268,CCC,2014J,resource,,
909032,CCC,2014J,oucontent,,
909335,CCC,2014J,url,,
909066,CCC,2014J,oucontent,5,7
957615,CCC,2014J,resource,,
909100,CCC,2014J,quiz,,
909265,CCC,2014J,resource,,
909301,CCC,2014J,resource,,
909022,CCC,2014J,forumng,,
909332,CCC,2014J,oucollaborate,,
909063,CCC,2014J,oucontent,,
957608,CCC,2014J,oucontent,,
909097,CCC,2014J,quiz,,
909260,CCC,2014J,resource,,
909298,CCC,2014J,resource,,
909018,CCC,2014J,forumng,,
909327,CCC,2014J,resource,,
909060,CCC,2014J,oucontent,1,2
947016,CCC,2014J,resource,,
909094,CCC,2014J,quiz,,
909253,CCC,2014J,subpage,,
909295,CCC,2014J,resource,,
909014,CCC,2014J,forumng,,
909324,CCC,2014J,resource,,
909057,CCC,2014J,oucontent,,
937764,CCC,2014J,resource,,
909091,CCC,2014J,quiz,,
909250,CCC,2014J,subpage,,
909292,CCC,2014J,resource,,
909321,CCC,2014J,resource,,
909054,CCC,2014J,oucontent,,
937761,CCC,2014J,resource,,
909088,CCC,2014J,quiz,,
1072253,CCC,2014J,oucollaborate,,
909247,CCC,2014J,subpage,,
909289,CCC,2014J,resource,,
909318,CCC,2014J,resource,,
909051,CCC,2014J,oucontent,,
937758,CCC,2014J,resource,,
909085,CCC,2014J,quiz,,
1046866,CCC,2014J,resource,,
909244,CCC,2014J,subpage,,
909286,CCC,2014J,resource,,
909315,CCC,2014J,resource,,
909048,CCC,2014J,oucontent,,
937755,CCC,2014J,resource,,
909081,CCC,2014J,oucontent,,
1042375,CCC,2014J,resource,,
909241,CCC,2014J,subpage,,
909283,CCC,2014J,resource,,
909312,CCC,2014J,resource,,
909043,CCC,2014J,oucontent,,
937752,CCC,2014J,subpage,,
909078,CCC,2014J,oucontent,,
1019025,CCC,2014J,forumng,,
909237,CCC,2014J,subpage,,
909280,CCC,2014J,resource,,
909309,CCC,2014J,resource,,
909040,CCC,2014J,oucontent,,
909346,CCC,2014J,url,,
909075,CCC,2014J,oucontent,,
1011841,CCC,2014J,url,,
909234,CCC,2014J,subpage,,
909273,CCC,2014J,resource,,
909306,CCC,2014J,resource,,
909037,CCC,2014J,oucontent,,
909343,CCC,2014J,url,,
909071,CCC,2014J,oucontent,1,2
1011838,CCC,2014J,subpage,,
909231,CCC,2014J,subpage,,
909270,CCC,2014J,resource,,
909303,CCC,2014J,resource,,
909034,CCC,2014J,oucontent,,
909339,CCC,2014J,url,,
909068,CCC,2014J,oucontent,8,9
1002902,CCC,2014J,url,,
909102,CCC,2014J,page,,
909267,CCC,2014J,resource,,
909031,CCC,2014J,oucontent,,
909334,CCC,2014J,url,,
909065,CCC,2014J,oucontent,,
957610,CCC,2014J,oucontent,,
909099,CCC,2014J,quiz,,
909262,CCC,2014J,resource,,
909300,CCC,2014J,resource,,
909020,CCC,2014J,forumng,,
909330,CCC,2014J,resource,,
909062,CCC,2014J,oucontent,,
957607,CCC,2014J,oucontent,,
909096,CCC,2014J,quiz,,
909256,CCC,2014J,subpage,,
909297,CCC,2014J,resource,,
