code_module,code_presentation,id_student,date_registration,date_unregistration
CCC,2014J,266558,-21,
CCC,2014J,267619,-11,
CCC,2014J,268018,-15,
CCC,2014J,269388,-130,
CCC,2014J,271526,-144,32
CCC,2014J,275297,-38,
CCC,2014J,275711,-115,
CCC,2014J,275882,-23,
CCC,2014J,278413,-28,27
CCC,2014J,278600,-15,12
CCC,2014J,279879,-93,60
CCC,2014J,279883,-25,12
CCC,2014J,283618,-15,108
CCC,2014J,284095,-53,
CCC,2014J,284741,-124,-10
CCC,2014J,285412,-108,9
CCC,2014J,285637,-30,158
CCC,2014J,286658,-67,
CCC,2014J,287897,-94,-11
CCC,2014J,289397,-121,
CCC,2014J,290043,-100,
CCC,2014J,291156,-130,135
CCC,2014J,291674,-9,
CCC,2014J,293162,-92,
CCC,2014J,293321,-30,10
CCC,2014J,293686,-22,
CCC,2014J,294112,-28,
CCC,2014J,296222,-86,-4
CCC,2014J,296725,-73,
CCC,2014J,297166,-25,
CCC,2014J,298777,-84,-3
CCC,2014J,300611,-73,
CCC,2014J,301681,-115,-36
CCC,2014J,303218,-15,
CCC,2014J,305036,-21,72
CCC,2014J,306202,-81,
CCC,2014J,307297,-15,32
CCC,2014J,307789,-35,-11
CCC,2014J,308953,-17,
CCC,2014J,310280,-128,
CCC,2014J,310765,-108,
CCC,2014J,311332,-50,
CCC,2014J,311862,-23,
CCC,2014J,312061,-29,
CCC,2014J,314555,-124,-64
CCC,2014J,314956,-107,
CCC,2014J,316091,-46,
CCC,2014J,316454,-84,12
CCC,2014J,317801,-130,
CCC,2014J,319035,-46,-17
CCC,2014J,319492,-53,150
CCC,2014J,320153,-22,38
CCC,2014J,322499,-32,61
CCC,2014J,322641,-120,
CCC,2014J,322844,-53,166
CCC,2014J,322907,-31,
CCC,2014J,324338,-25,116
CCC,2014J,324440,-70,-44
CCC,2014J,325497,-32,12
CCC,2014J,325518,-14,12
CCC,2014J,327057,-51,
CCC,2014J,328123,-150,
CCC,2014J,328674,-16,
CCC,2014J,329455,-56,16
CCC,2014J,330453,-23,
CCC,2014J,330952,-86,48
CCC,2014J,330966,-14,138
CCC,2014J,331622,-22,-3
CCC,2014J,332436,-121,
CCC,2014J,334154,-103,
CCC,2014J,334225,-140,
CCC,2014J,335401,-35,54
CCC,2014J,335405,-74,
CCC,2014J,335914,-14,137
CCC,2014J,336014,-28,139
CCC,2014J,336131,-18,
CCC,2014J,336695,-87,
CCC,2014J,336772,-122,
CCC,2014J,338731,-29,
CCC,2014J,338983,-50,207
CCC,2014J,339235,-31,
CCC,2014J,339824,-22,167
CCC,2014J,340010,-36,
CCC,2014J,341361,-110,43
CCC,2014J,342799,-24,
CCC,2014J,344740,-36,-4
CCC,2014J,347809,-51,
CCC,2014J,348351,-50,
CCC,2014J,348783,-79,
CCC,2014J,348855,-21,
CCC,2014J,349093,-24,
CCC,2014J,350267,23,159
CCC,2014J,350929,-114,9
CCC,2014J,351903,-16,114
CCC,2014J,352637,-44,
CCC,2014J,353660,-14,44
CCC,2014J,353804,-99,60
CCC,2014J,354688,-7,
CCC,2014J,355935,-23,
CCC,2014J,356297,-95,
CCC,2014J,356523,-29,
CCC,2014J,357820,-155,12
CCC,2014J,358075,-60,
CCC,2014J,358578,-21,72
CCC,2014J,359657,-22,10
CCC,2014J,359958,-10,
CCC,2014J,360483,-41,16
CCC,2014J,362140,-67,
CCC,2014J,362548,-74,
CCC,2014J,364066,-142,-36
CCC,2014J,364103,-59,
CCC,2014J,365661,-32,
CCC,2014J,365701,-78,
CCC,2014J,366164,-44,201
CCC,2014J,366367,-74,
CCC,2014J,366873,-18,
CCC,2014J,367352,-52,
CCC,2014J,367510,-16,37
CCC,2014J,367815,-155,123
CCC,2014J,368436,-74,
CCC,2014J,369208,-128,
CCC,2014J,369242,-72,33
CCC,2014J,369610,-38,
CCC,2014J,370512,-141,
CCC,2014J,370839,-143,141
CCC,2014J,371429,-22,12
CCC,2014J,371439,-53,
CCC,2014J,372234,-74,
CCC,2014J,372577,-101,236
CCC,2014J,378576,-59,235
CCC,2014J,379042,-128,
CCC,2014J,379185,-81,
CCC,2014J,379255,-60,
CCC,2014J,379265,-60,
CCC,2014J,379406,-115,
CCC,2014J,382378,-16,208
CCC,2014J,382857,-95,-68
CCC,2014J,384106,-18,12
CCC,2014J,385033,-60,
CCC,2014J,385980,-53,51
CCC,2014J,387944,-74,
CCC,2014J,387963,-44,
CCC,2014J,389250,-32,
CCC,2014J,389267,-149,19
CCC,2014J,391059,-114,
CCC,2014J,391466,-136,
CCC,2014J,392890,-64,
CCC,2014J,393094,-15,
CCC,2014J,393142,-32,
CCC,2014J,393526,-24,72
CCC,2014J,394218,-150,-137
CCC,2014J,394791,-64,
CCC,2014J,395757,-24,
CCC,2014J,396631,-93,67
CCC,2014J,398496,-60,
CCC,2014J,400266,-84,12
CCC,2014J,400958,-31,
CCC,2014J,401011,-29,178
CCC,2014J,401258,-63,12
CCC,2014J,402210,-143,156
CCC,2014J,402378,-31,
CCC,2014J,402883,-66,
CCC,2014J,404863,-51,
CCC,2014J,405125,-35,32
CCC,2014J,406254,-38,12
CCC,2014J,406326,-53,39
CCC,2014J,406698,-70,
CCC,2014J,407404,-84,
CCC,2014J,408608,-53,
CCC,2014J,409733,-73,
CCC,2014J,409852,-81,
CCC,2014J,409953,-23,
CCC,2014J,410176,-24,
CCC,2014J,411549,-41,
CCC,2014J,412304,-28,34
CCC,2014J,412600,-49,
CCC,2014J,412663,-95,
CCC,2014J,413087,5,
CCC,2014J,413200,-22,
CCC,2014J,414772,-79,
CCC,2014J,415023,-53,3
CCC,2014J,415631,-23,
CCC,2014J,416284,-51,
CCC,2014J,416860,-92,170
CCC,2014J,417522,-18,
CCC,2014J,417724,-25,
CCC,2014J,418397,-127,
CCC,2014J,418971,-41,
CCC,2014J,419024,-31,69
CCC,2014J,420042,-115,
CCC,2014J,421111,-142,
CCC,2014J,422343,-114,
CCC,2014J,422542,-18,
CCC,2014J,422670,-29,
CCC,2014J,422697,-155,96
CCC,2014J,423607,-52,
CCC,2014J,423622,-15,
CCC,2014J,423664,-95,
CCC,2014J,425053,-81,
CCC,2014J,425287,-10,
CCC,2014J,425919,-38,4
CCC,2014J,426316,-24,34
CCC,2014J,427390,-60,
CCC,2014J,427413,-154,
CCC,2014J,429015,-15,
CCC,2014J,430020,-8,
CCC,2014J,430487,-143,
CCC,2014J,430806,-63,
CCC,2014J,432478,-93,
CCC,2014J,432724,-28,
CCC,2014J,433508,-79,235
CCC,2014J,433794,-43,
CCC,2014J,434841,-8,
CCC,2014J,436900,-88,
CCC,2014J,437482,-122,
CCC,2014J,437968,-85,
CCC,2014J,439855,-38,94
CCC,2014J,440103,-31,
CCC,2014J,440171,-93,
CCC,2014J,440637,-93,17
CCC,2014J,441024,-14,6
CCC,2014J,442669,-25,
CCC,2014J,442823,5,7
CCC,2014J,442924,-108,
CCC,2014J,443837,-135,-16
CCC,2014J,443964,-49,
CCC,2014J,445114,-10,
CCC,2014J,445921,-21,12
CCC,2014J,446439,-10,
CCC,2014J,446479,-24,158
CCC,2014J,446778,-37,219
CCC,2014J,447644,-43,
CCC,2014J,447695,-18,128
CCC,2014J,448370,-87,46
CCC,2014J,464732,-59,
CCC,2014J,464780,-45,32
CCC,2014J,464924,-155,-81
CCC,2014J,464981,-81,
CCC,2014J,465281,-122,-57
CCC,2014J,465331,-5,
CCC,2014J,465577,-30,163
CCC,2014J,465619,-22,151
CCC,2014J,465732,-88,
CCC,2014J,465764,-79,62
CCC,2014J,465789,-64,
CCC,2014J,465900,-49,
CCC,2014J,466360,-115,
CCC,2014J,466372,-42,
CCC,2014J,466430,-72,12
CCC,2014J,467144,-25,39
CCC,2014J,467381,-137,31
CCC,2014J,467753,-10,124
CCC,2014J,468623,-17,12
CCC,2014J,468902,-60,
CCC,2014J,469281,-43,69
CCC,2014J,469614,-140,41
CCC,2014J,469887,-107,
CCC,2014J,470159,-25,
CCC,2014J,470253,-63,13
CCC,2014J,470385,-60,
CCC,2014J,470617,3,12
CCC,2014J,470914,-29,104
CCC,2014J,471027,-46,
CCC,2014J,471374,-74,-57
CCC,2014J,471580,-108,
CCC,2014J,471810,-22,122
CCC,2014J,471977,-144,-117
CCC,2014J,472290,-38,46
CCC,2014J,472309,-14,
CCC,2014J,472616,-77,-4
CCC,2014J,472651,-60,
CCC,2014J,472736,-63,
CCC,2014J,472762,-134,
CCC,2014J,473082,-24,215
CCC,2014J,473491,-140,179
CCC,2014J,474377,-156,-98
CCC,2014J,474495,-121,
CCC,2014J,474628,-30,
CCC,2014J,475065,-42,
CCC,2014J,475149,-23,
CCC,2014J,475163,-135,239
CCC,2014J,475734,-96,
CCC,2014J,477099,-43,
CCC,2014J,477185,-115,173
CCC,2014J,477246,-144,12
CCC,2014J,477488,-57,-12
CCC,2014J,478346,-21,
CCC,2014J,478496,-155,
CCC,2014J,478513,-135,
CCC,2014J,478562,-134,26
CCC,2014J,479522,-32,
CCC,2014J,479649,-66,69
CCC,2014J,479987,-66,118
CCC,2014J,480115,-144,
CCC,2014J,481169,-67,236
CCC,2014J,481314,-60,
CCC,2014J,481350,-106,195
CCC,2014J,481618,-123,17
CCC,2014J,482145,-37,
CCC,2014J,482751,-67,26
CCC,2014J,482868,-65,32
CCC,2014J,482938,-46,
CCC,2014J,483108,-137,
CCC,2014J,483543,-31,
CCC,2014J,483666,-148,54
CCC,2014J,483793,-13,
CCC,2014J,483858,-123,
CCC,2014J,484223,-108,
CCC,2014J,484435,-22,
CCC,2014J,484787,-114,51
CCC,2014J,485920,-65,171
CCC,2014J,485949,-129,-78
CCC,2014J,486300,-135,
CCC,2014J,486877,-123,70
CCC,2014J,487314,-25,
CCC,2014J,487570,-98,52
CCC,2014J,488192,-85,-50
CCC,2014J,488617,-5,
CCC,2014J,488755,-65,33
CCC,2014J,489990,-114,-85
CCC,2014J,490313,-53,212
CCC,2014J,490394,-18,
CCC,2014J,490443,-115,31
CCC,2014J,490542,-85,-68
CCC,2014J,491033,-22,73
CCC,2014J,491926,-120,23
CCC,2014J,492020,-87,73
CCC,2014J,492357,-67,
CCC,2014J,492537,-81,
CCC,2014J,492613,-102,139
CCC,2014J,493416,-150,
CCC,2014J,494211,-129,158
CCC,2014J,494498,-156,163
CCC,2014J,494829,-4,173
CCC,2014J,494911,-129,12
CCC,2014J,495438,-87,
CCC,2014J,496355,-128,
CCC,2014J,496530,-141,
CCC,2014J,496845,-21,
CCC,2014J,497536,-77,65
CCC,2014J,497955,-18,187
CCC,2014J,498225,-106,
CCC,2014J,498236,-32,
CCC,2014J,498459,-156,
CCC,2014J,498602,-28,
CCC,2014J,498828,-149,
CCC,2014J,499420,-24,
CCC,2014J,499683,-25,31
CCC,2014J,499703,-143,
CCC,2014J,499813,-42,
CCC,2014J,499848,-8,
CCC,2014J,500031,-30,
CCC,2014J,500189,-38,
CCC,2014J,500339,-34,6
CCC,2014J,500440,-18,-5
CCC,2014J,501146,-109,
CCC,2014J,501617,-101,
CCC,2014J,501867,-121,
CCC,2014J,501897,-14,10
CCC,2014J,502004,-42,12
CCC,2014J,502353,-87,74
CCC,2014J,502356,-32,
CCC,2014J,502766,-71,
CCC,2014J,503400,-21,52
CCC,2014J,503457,-72,
CCC,2014J,503610,-52,
CCC,2014J,503710,-115,
CCC,2014J,503779,-137,
CCC,2014J,504363,-24,
CCC,2014J,505108,-95,
CCC,2014J,505403,-88,58
CCC,2014J,505700,-10,186
CCC,2014J,505722,-143,
CCC,2014J,505815,-46,18
CCC,2014J,505930,-20,
CCC,2014J,505967,-129,45
CCC,2014J,506144,-15,
CCC,2014J,506543,-129,
CCC,2014J,506705,-81,
CCC,2014J,507031,-85,158
CCC,2014J,507344,-102,
CCC,2014J,507671,-121,-44
CCC,2014J,508244,-16,143
CCC,2014J,508295,-148,52
CCC,2014J,508637,-81,
CCC,2014J,508775,-155,12
CCC,2014J,509148,-52,9
CCC,2014J,509150,-42,167
CCC,2014J,509177,-14,12
CCC,2014J,509710,-92,
CCC,2014J,510054,-32,
CCC,2014J,510070,-38,110
CCC,2014J,510266,-134,
CCC,2014J,510401,-81,94
CCC,2014J,510460,-64,31
CCC,2014J,510846,-84,
CCC,2014J,511258,-144,
CCC,2014J,511350,-4,
CCC,2014J,511612,-109,122
CCC,2014J,511859,-42,-3
CCC,2014J,512257,-100,
CCC,2014J,512259,-149,
CCC,2014J,512330,-43,
CCC,2014J,512546,-29,
CCC,2014J,512852,-16,
CCC,2014J,512861,-88,-30
CCC,2014J,513918,-123,12
CCC,2014J,513969,-143,
CCC,2014J,514504,-143,143
CCC,2014J,515125,-94,
CCC,2014J,515426,-115,
CCC,2014J,515491,-60,
CCC,2014J,515734,-115,
CCC,2014J,515857,-153,
CCC,2014J,517223,-15,
CCC,2014J,517416,-135,
CCC,2014J,518134,-129,
CCC,2014J,518359,-50,
CCC,2014J,518503,-29,12
CCC,2014J,519057,-18,
CCC,2014J,519116,-109,103
CCC,2014J,519506,-88,
CCC,2014J,519684,-135,136
CCC,2014J,519879,-63,13
CCC,2014J,520077,-129,
CCC,2014J,520332,-58,
CCC,2014J,520750,-31,
CCC,2014J,520854,-93,-12
CCC,2014J,521115,-17,
CCC,2014J,521292,-124,
CCC,2014J,522004,-28,164
CCC,2014J,522257,-155,
CCC,2014J,522525,-29,
CCC,2014J,522534,-79,137
CCC,2014J,522708,-123,
CCC,2014J,522754,-53,
CCC,2014J,522924,-106,124
CCC,2014J,523239,-46,
CCC,2014J,523334,-24,101
CCC,2014J,523762,-21,
CCC,2014J,523817,-135,38
CCC,2014J,523872,-120,
CCC,2014J,523944,-70,
CCC,2014J,524019,-107,69
CCC,2014J,524170,-153,115
CCC,2014J,524276,-18,156
CCC,2014J,524431,-155,-1
CCC,2014J,524851,-41,52
CCC,2014J,525060,-37,-4
CCC,2014J,526124,-84,39
CCC,2014J,526132,-22,154
CCC,2014J,526235,-10,
CCC,2014J,526441,-23,
CCC,2014J,526601,-144,45
CCC,2014J,526741,-10,
CCC,2014J,527958,-15,173
CCC,2014J,528021,-65,9
CCC,2014J,528290,-136,52
CCC,2014J,528506,-45,
CCC,2014J,528700,-28,2
CCC,2014J,529179,-21,72
CCC,2014J,529309,-109,
CCC,2014J,529512,-14,24
CCC,2014J,529550,-29,104
CCC,2014J,529723,-93,33
CCC,2014J,529975,-29,
CCC,2014J,530663,-45,
CCC,2014J,531674,-136,12
CCC,2014J,531896,-84,
CCC,2014J,532440,-154,
CCC,2014J,532565,-150,
CCC,2014J,532649,-7,
CCC,2014J,532744,-46,-11
CCC,2014J,532846,-25,108
CCC,2014J,533006,-120,12
CCC,2014J,533512,-23,
CCC,2014J,533689,-35,
CCC,2014J,534074,-25,177
CCC,2014J,534093,-121,
CCC,2014J,534203,-80,31
CCC,2014J,534733,-120,
CCC,2014J,535161,-81,
CCC,2014J,535259,-79,
CCC,2014J,535648,-124,
CCC,2014J,536276,-74,
CCC,2014J,536736,-74,21
CCC,2014J,536825,-24,31
CCC,2014J,537654,-36,
CCC,2014J,537811,-53,
CCC,2014J,539408,-25,12
CCC,2014J,539451,-36,
CCC,2014J,539727,-14,12
CCC,2014J,540509,-154,39
CCC,2014J,540694,-24,104
CCC,2014J,540885,-114,10
CCC,2014J,541040,-74,109
CCC,2014J,541482,-81,
CCC,2014J,541531,-59,
CCC,2014J,541538,-114,
CCC,2014J,541708,-80,
CCC,2014J,542054,-140,152
CCC,2014J,542134,-28,-1
CCC,2014J,542167,-128,
CCC,2014J,542180,-87,
CCC,2014J,542557,-106,
CCC,2014J,543417,-24,66
CCC,2014J,543653,-30,
CCC,2014J,543788,-134,
CCC,2014J,543953,-79,32
CCC,2014J,544052,-10,
CCC,2014J,544071,-135,-3
CCC,2014J,544267,-10,
CCC,2014J,544271,,-29
CCC,2014J,544319,-10,72
CCC,2014J,544720,-24,
CCC,2014J,545118,-135,
CCC,2014J,545255,-23,
CCC,2014J,545493,-43,-5
CCC,2014J,545704,-14,
CCC,2014J,545758,-66,
CCC,2014J,546139,-115,129
CCC,2014J,546400,-46,185
CCC,2014J,546634,-23,144
CCC,2014J,546654,-92,
CCC,2014J,546934,-78,96
CCC,2014J,547128,-155,-113
CCC,2014J,547153,-36,
CCC,2014J,547506,-74,31
CCC,2014J,547612,-129,
CCC,2014J,548922,-114,37
CCC,2014J,548926,-18,
CCC,2014J,549113,-123,12
CCC,2014J,549439,-28,
CCC,2014J,549677,-15,12
CCC,2014J,549687,-72,
CCC,2014J,549706,-51,
CCC,2014J,549769,-10,163
CCC,2014J,549783,-150,
CCC,2014J,549888,-46,209
CCC,2014J,549922,-106,-1
CCC,2014J,550393,-10,
CCC,2014J,550545,-60,235
CCC,2014J,550702,-30,
CCC,2014J,550814,-85,
CCC,2014J,551158,-22,29
CCC,2014J,551214,-136,
CCC,2014J,551220,-8,
CCC,2014J,551332,-129,
CCC,2014J,551397,-149,
CCC,2014J,551589,-153,28
CCC,2014J,551772,-31,
CCC,2014J,551791,-44,51
CCC,2014J,552220,-5,
CCC,2014J,552255,-78,26
CCC,2014J,552475,-155,12
CCC,2014J,552498,-23,
CCC,2014J,552666,-43,94
CCC,2014J,552965,-57,
CCC,2014J,553599,-101,
CCC,2014J,553719,-150,
CCC,2014J,553741,-25,
CCC,2014J,554065,-45,
CCC,2014J,554266,-32,153
CCC,2014J,554444,-129,12
CCC,2014J,554459,-81,
CCC,2014J,554691,-93,110
CCC,2014J,554761,-28,
CCC,2014J,555498,-129,
CCC,2014J,555760,-24,
CCC,2014J,555884,-71,
CCC,2014J,555989,-17,
CCC,2014J,556140,-115,
CCC,2014J,556251,-17,
CCC,2014J,556440,-45,
CCC,2014J,556450,-56,
CCC,2014J,556476,-17,
CCC,2014J,556521,-4,23
CCC,2014J,556645,-25,
CCC,2014J,556788,-38,-14
CCC,2014J,556824,-24,
CCC,2014J,557608,-155,110
CCC,2014J,557650,-29,
CCC,2014J,557700,-60,
CCC,2014J,557959,-32,
CCC,2014J,558440,-155,235
CCC,2014J,558463,-43,
CCC,2014J,558839,-93,
CCC,2014J,559225,-102,
CCC,2014J,559518,-16,
CCC,2014J,559672,-25,-25
CCC,2014J,559863,-50,
CCC,2014J,559912,-150,12
CCC,2014J,560064,-114,
CCC,2014J,560065,-23,
CCC,2014J,560399,-31,
CCC,2014J,560554,-28,
CCC,2014J,560723,-24,33
CCC,2014J,560784,-128,
CCC,2014J,560879,-79,
CCC,2014J,561009,-51,
CCC,2014J,561113,-60,235
CCC,2014J,561195,-45,
CCC,2014J,561208,-18,
CCC,2014J,561476,-67,
CCC,2014J,561560,-16,
CCC,2014J,561826,-45,
CCC,2014J,561848,-73,
CCC,2014J,561913,-129,
CCC,2014J,562437,-155,53
CCC,2014J,562884,-148,
CCC,2014J,563016,-28,
CCC,2014J,563051,-74,
CCC,2014J,563230,-81,69
CCC,2014J,563321,-21,
CCC,2014J,563430,-94,12
CCC,2014J,563920,-67,
CCC,2014J,563951,-113,-4
CCC,2014J,563967,-148,-78
CCC,2014J,564213,-64,
CCC,2014J,564356,-149,38
CCC,2014J,564649,-18,
CCC,2014J,564714,-59,
CCC,2014J,564931,-129,173
CCC,2014J,565066,-135,167
CCC,2014J,565109,-144,-5
CCC,2014J,565605,-56,
CCC,2014J,565707,-109,-80
CCC,2014J,565743,-1,
CCC,2014J,565840,-10,109
CCC,2014J,565883,-155,77
CCC,2014J,566135,-53,
CCC,2014J,566447,-59,
CCC,2014J,566464,-44,
CCC,2014J,566664,-37,34
CCC,2014J,566694,-155,44
CCC,2014J,566938,-87,
CCC,2014J,566979,-155,
CCC,2014J,567152,-25,-1
CCC,2014J,567304,-29,
CCC,2014J,567451,-94,77
CCC,2014J,567597,-51,
CCC,2014J,567719,-115,
CCC,2014J,567888,-60,
CCC,2014J,568307,-115,108
CCC,2014J,568596,-16,167
CCC,2014J,568691,-113,
CCC,2014J,568948,-113,
CCC,2014J,569049,-93,61
CCC,2014J,569132,-143,-101
CCC,2014J,569277,-51,
CCC,2014J,569625,-122,
CCC,2014J,569944,-3,
CCC,2014J,570453,-129,
CCC,2014J,570491,-34,
CCC,2014J,570671,-53,34
CCC,2014J,570717,-108,-30
CCC,2014J,570732,-81,
CCC,2014J,570757,-22,
CCC,2014J,570895,-23,
CCC,2014J,570954,-10,143
CCC,2014J,570985,-155,
CCC,2014J,570997,-121,45
CCC,2014J,571131,-114,
CCC,2014J,571610,-87,65
CCC,2014J,571765,-155,
CCC,2014J,571808,-4,
CCC,2014J,571833,-101,
CCC,2014J,571921,-84,
CCC,2014J,571950,-122,-93
CCC,2014J,571962,-81,
CCC,2014J,572011,-129,
CCC,2014J,572098,-150,
CCC,2014J,572154,-92,158
CCC,2014J,572231,-92,
CCC,2014J,572250,-42,32
CCC,2014J,572339,-50,67
CCC,2014J,572396,-80,
CCC,2014J,572431,-155,
CCC,2014J,572537,-141,
CCC,2014J,572584,-134,111
CCC,2014J,572588,-25,80
CCC,2014J,572589,-106,116
CCC,2014J,572599,-29,40
CCC,2014J,572659,-93,12
CCC,2014J,572735,-101,
CCC,2014J,572746,-101,77
CCC,2014J,572754,-106,-60
CCC,2014J,572783,-144,
CCC,2014J,572816,-38,23
CCC,2014J,572874,-16,
CCC,2014J,572919,-21,
CCC,2014J,573093,-146,108
CCC,2014J,573153,-148,-58
CCC,2014J,573473,-84,157
CCC,2014J,573481,-107,87
CCC,2014J,573689,-73,59
CCC,2014J,573858,-114,
CCC,2014J,573920,-44,90
CCC,2014J,573924,-73,
CCC,2014J,574056,-150,12
CCC,2014J,574259,-106,
CCC,2014J,574310,-121,
CCC,2014J,574325,-8,
CCC,2014J,574507,-21,116
CCC,2014J,574508,-18,30
CCC,2014J,574523,-154,32
CCC,2014J,574586,-24,107
CCC,2014J,574590,-148,
CCC,2014J,574637,-34,
CCC,2014J,574705,-155,
CCC,2014J,574720,-120,
CCC,2014J,574891,37,119
CCC,2014J,574928,-100,
CCC,2014J,575039,-20,
CCC,2014J,575047,-113,
CCC,2014J,575162,13,
CCC,2014J,575258,-115,-24
CCC,2014J,575265,-81,
CCC,2014J,575398,-35,178
CCC,2014J,575553,-38,76
CCC,2014J,575763,-60,143
CCC,2014J,575766,-127,
CCC,2014J,575798,-42,
CCC,2014J,576233,-109,
CCC,2014J,576251,-14,
CCC,2014J,576433,-30,
CCC,2014J,576439,-124,
CCC,2014J,576453,-108,
CCC,2014J,576541,-129,
CCC,2014J,576568,-113,
CCC,2014J,576791,-60,
CCC,2014J,576876,-129,-60
CCC,2014J,577148,-124,102
CCC,2014J,577149,-22,20
CCC,2014J,577235,-25,
CCC,2014J,577279,-85,
CCC,2014J,577427,-94,
CCC,2014J,577458,-44,
CCC,2014J,577460,-115,207
CCC,2014J,577551,-155,130
CCC,2014J,577566,-28,
CCC,2014J,578000,-38,
CCC,2014J,578026,-122,122
CCC,2014J,578634,-113,31
CCC,2014J,578815,-21,
CCC,2014J,578820,-17,159
CCC,2014J,578823,-137,101
CCC,2014J,579052,-38,108
CCC,2014J,579176,-120,104
CCC,2014J,579278,-109,148
CCC,2014J,579283,-106,23
CCC,2014J,579325,-59,23
CCC,2014J,579362,-155,234
CCC,2014J,579583,-46,
CCC,2014J,579614,-101,
CCC,2014J,580342,-66,
